#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 11:27
0, 1, L, L, 11:27
0, 2, L, L, 11:27
0, 3, L, L, 11:27
0, 4, L, L, 11:27
0, 5, L, L, 11:27
0, 6, L, L, 11:27
0, 7, L, L, 11:27
0, 8, L, L, 11:27
0, 9, L, L, 11:27
0, 10, L, M, 11:27
0, 11, L, M, 11:27
0, 12, L, L, 11:27
0, 13, L, L, 11:27
0, 14, L, L, 11:27
0, 15, L, M, 11:27
0, 16, L, L, 11:27
0, 17, L, L, 11:27
0, 18, L, L, 11:27
0, 19, L, L, 11:27
0, 20, L, L, 11:27
0, 21, L, L, 11:27
0, 22, L, L, 11:27
0, 23, L, M, 11:27
0, 24, L, L, 11:27
0, 25, L, L, 11:27
0, 26, L, L, 11:27
0, 27, H, L, 11:27
0, 28, H, L, 11:27
0, 29, H, L, 11:27
0, 30, L, L, 11:27
0, 31, M, M, 11:27
0, 32, L, M, 11:27
0, 33, L, L, 11:27
0, 34, L, L, 11:27
0, 35, L, L, 11:27
0, 36, L, L, 11:27
1, 0, L, L, 11:27
1, 1, L, L, 11:27
1, 2, L, L, 11:27
1, 3, L, L, 11:27
1, 4, L, L, 11:27
1, 5, L, L, 11:27
1, 6, L, L, 11:27
1, 7, L, L, 11:27
1, 8, L, L, 11:27
1, 9, L, L, 11:27
1, 10, L, L, 11:27
1, 11, L, L, 11:27
2, 0, L, L, 11:28
2, 1, L, L, 11:28
2, 2, L, L, 11:28
2, 3, L, L, 11:28
2, 4, L, L, 11:28
2, 5, L, L, 11:28
2, 6, L, L, 11:28
2, 7, L, L, 11:28
2, 8, L, L, 11:28
2, 9, L, L, 11:28
2, 10, L, L, 11:28
2, 11, L, L, 11:28
2, 12, L, L, 11:28
2, 13, L, L, 11:28
2, 14, L, L, 11:28
2, 15, M, M, 11:28
2, 16, L, L, 11:28
2, 17, L, L, 11:28
2, 18, L, L, 11:28
2, 19, L, L, 11:28
2, 20, L, L, 11:28
2, 21, L, L, 11:28
2, 22, L, L, 11:28
2, 23, L, L, 11:28
2, 24, M, M, 11:28
3, 0, L, L, 11:28
3, 1, L, L, 11:28
3, 2, L, L, 11:28
3, 3, L, L, 11:28
3, 4, L, L, 11:28
3, 5, M, M, 11:28
3, 6, L, L, 11:28
3, 7, L, M, 11:28
4, 0, L, L, 11:28
4, 1, L, L, 11:28
4, 2, L, L, 11:28
4, 3, L, L, 11:28
4, 4, L, L, 11:28
4, 5, L, L, 11:28
4, 6, L, L, 11:28
4, 7, L, L, 11:28
4, 8, L, L, 11:28
4, 9, L, L, 11:28
4, 10, L, M, 11:28
4, 11, L, L, 11:28
4, 12, L, L, 11:28
4, 13, L, L, 11:28
4, 14, L, L, 11:28
4, 15, L, L, 11:28
4, 16, M, M, 11:28
4, 17, L, L, 11:28
4, 18, L, L, 11:28
5, 0, M, M, 11:28
5, 1, L, L, 11:28
5, 2, L, L, 11:28
5, 3, L, L, 11:28
5, 4, L, L, 11:28
5, 5, L, L, 11:28
5, 6, L, L, 11:28
5, 7, L, L, 11:28
5, 8, L, L, 11:28
5, 9, M, L, 11:28
5, 10, L, L, 11:28
5, 11, L, L, 11:28
5, 12, L, L, 11:28
5, 13, L, L, 11:28
5, 14, L, L, 11:28
6, 0, L, L, 11:28
6, 1, L, L, 11:28
6, 2, L, L, 11:28
6, 3, L, L, 11:28
6, 4, L, L, 11:28
6, 5, L, L, 11:28
6, 6, L, L, 11:28
7, 0, M, M, 11:28
7, 1, L, M, 11:28
7, 2, L, M, 11:28
7, 3, L, L, 11:28
7, 4, M, L, 11:28
7, 5, M, M, 11:28
7, 6, M, M, 11:28
7, 7, L, L, 11:28
7, 8, M, M, 11:28
7, 9, M, M, 11:28
7, 10, M, M, 11:28
7, 11, M, M, 11:28
8, 0, L, L, 11:28
8, 1, L, L, 11:28
8, 2, L, H, 11:28
8, 3, L, L, 11:28
8, 4, L, L, 11:28
8, 5, L, L, 11:28
8, 6, L, L, 11:28
