#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 12:10
0, 1, L, L, 12:10
0, 2, M, L, 12:10
0, 3, L, L, 12:10
0, 4, L, L, 12:10
0, 5, L, L, 12:10
0, 6, L, L, 12:10
0, 7, L, L, 12:10
0, 8, H, L, 12:10
0, 9, H, L, 12:10
0, 10, H, L, 12:10
0, 11, H, L, 12:10
0, 12, H, L, 12:10
0, 13, H, L, 12:10
0, 14, H, L, 12:10
0, 15, H, M, 12:10
0, 16, H, H, 12:10
0, 17, L, H, 12:10
0, 18, L, L, 12:10
0, 19, L, H, 12:10
0, 20, L, H, 12:10
0, 21, L, H, 12:10
0, 22, L, L, 12:10
0, 23, M, H, 12:10
0, 24, L, H, 12:10
0, 25, L, H, 12:10
0, 26, L, L, 12:10
0, 27, L, L, 12:10
0, 28, M, L, 12:10
0, 29, M, L, 12:10
0, 30, M, L, 12:10
0, 31, M, L, 12:10
0, 32, L, M, 12:10
0, 33, L, L, 12:10
0, 34, L, L, 12:10
0, 35, L, L, 12:10
0, 36, L, L, 12:10
1, 0, L, L, 12:04
1, 1, L, L, 12:04
1, 2, L, L, 12:04
1, 3, L, L, 12:04
1, 4, L, L, 12:04
1, 5, L, L, 12:04
1, 6, M, M, 12:04
1, 7, M, M, 12:04
1, 8, L, L, 12:04
1, 9, L, L, 12:04
1, 10, H, L, 12:04
1, 11, H, M, 12:04
2, 0, M, H, 12:04
2, 1, L, L, 12:04
2, 2, L, L, 12:04
2, 3, L, L, 12:04
2, 4, L, L, 12:04
2, 5, L, L, 12:04
2, 6, L, L, 12:04
2, 7, L, L, 12:04
2, 8, L, L, 12:04
2, 9, L, L, 12:04
2, 10, L, L, 12:04
2, 11, L, L, 12:04
2, 12, L, L, 12:04
2, 13, L, L, 12:04
2, 14, L, L, 12:04
2, 15, M, M, 12:04
2, 16, L, L, 12:04
2, 17, L, L, 12:04
2, 18, L, L, 12:04
2, 19, L, L, 12:04
2, 20, L, L, 12:04
2, 21, L, L, 12:04
2, 22, L, L, 12:04
2, 23, L, L, 12:04
2, 24, M, M, 12:04
3, 0, L, L, 12:04
3, 1, H, M, 12:04
3, 2, H, L, 12:04
3, 3, H, L, 12:04
3, 4, H, L, 12:04
3, 5, H, H, 12:04
3, 6, L, H, 12:04
3, 7, M, H, 12:04
4, 0, L, L, 12:04
4, 1, H, L, 12:04
4, 2, H, H, 12:04
4, 3, H, H, 12:04
4, 4, M, H, 12:04
4, 5, M, H, 12:04
4, 6, L, H, 12:04
4, 7, L, H, 12:04
4, 8, M, H, 12:04
4, 9, L, L, 12:04
4, 10, H, H, 12:04
4, 11, H, H, 12:04
4, 12, L, H, 12:04
4, 13, L, L, 12:04
4, 14, L, H, 12:04
4, 15, M, H, 12:04
4, 16, M, H, 12:04
4, 17, L, H, 12:04
4, 18, M, H, 12:04
5, 0, L, L, 12:04
5, 1, L, L, 12:04
5, 2, L, L, 12:04
5, 3, L, L, 12:04
5, 4, L, L, 12:04
5, 5, L, L, 12:04
5, 6, L, L, 12:04
5, 7, M, M, 12:04
5, 8, L, M, 12:04
5, 9, L, L, 12:04
5, 10, L, L, 12:04
5, 11, L, L, 12:04
5, 12, L, L, 12:04
5, 13, L, L, 12:04
5, 14, L, L, 12:04
6, 0, L, L, 12:04
6, 1, L, L, 12:04
6, 2, L, L, 12:04
6, 3, L, L, 12:04
6, 4, L, L, 12:04
6, 5, L, L, 12:04
6, 6, L, L, 12:04
7, 0, M, M, 12:04
7, 1, L, L, 12:04
7, 2, L, L, 12:04
7, 3, L, L, 12:04
7, 4, L, M, 12:04
7, 5, M, M, 12:04
7, 6, L, M, 12:04
7, 7, L, L, 12:04
7, 8, L, M, 12:04
7, 9, M, M, 12:04
7, 10, L, L, 12:04
7, 11, L, L, 12:04
8, 0, L, L, 12:01
8, 1, L, L, 12:01
8, 2, L, L, 12:01
8, 3, L, L, 12:01
8, 4, L, L, 12:01
8, 5, L, L, 12:01
8, 6, L, L, 12:01
