#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 12:30
0, 1, L, L, 12:30
0, 2, M, L, 12:30
0, 3, L, L, 12:30
0, 4, L, L, 12:30
0, 5, M, L, 12:30
0, 6, L, L, 12:30
0, 7, L, L, 12:30
0, 8, L, L, 12:30
0, 9, L, L, 12:30
0, 10, L, L, 12:30
0, 11, L, M, 12:30
0, 12, L, L, 12:30
0, 13, L, L, 12:30
0, 14, L, M, 12:30
0, 15, L, M, 12:30
0, 16, L, L, 12:30
0, 17, L, L, 12:30
0, 18, L, L, 12:30
0, 19, L, L, 12:30
0, 20, L, L, 12:30
0, 21, L, L, 12:30
0, 22, L, L, 12:30
0, 23, L, L, 12:30
0, 24, L, L, 12:30
0, 25, L, L, 12:30
0, 26, L, L, 12:30
0, 27, L, L, 12:30
0, 28, L, L, 12:30
0, 29, M, M, 12:30
0, 30, L, L, 12:30
0, 31, M, L, 12:30
0, 32, L, L, 12:30
0, 33, L, L, 12:30
0, 34, L, L, 12:30
0, 35, L, L, 12:30
0, 36, L, L, 12:30
1, 0, L, L, 12:29
1, 1, L, L, 12:29
1, 2, L, L, 12:29
1, 3, L, L, 12:29
1, 4, L, L, 12:29
1, 5, L, L, 12:29
1, 6, M, M, 12:29
1, 7, M, M, 12:29
1, 8, L, L, 12:29
1, 9, L, L, 12:29
1, 10, L, L, 12:29
1, 11, L, L, 12:29
2, 0, M, M, 12:29
2, 1, M, L, 12:29
2, 2, L, L, 12:29
2, 3, L, L, 12:29
2, 4, L, L, 12:29
2, 5, L, L, 12:29
2, 6, L, L, 12:29
2, 7, L, L, 12:29
2, 8, L, L, 12:29
2, 9, L, L, 12:29
2, 10, L, L, 12:29
2, 11, L, L, 12:29
2, 12, L, L, 12:29
2, 13, L, L, 12:29
2, 14, L, L, 12:29
2, 15, M, L, 12:29
2, 16, L, M, 12:29
2, 17, L, L, 12:29
2, 18, L, L, 12:29
2, 19, L, L, 12:29
2, 20, L, L, 12:29
2, 21, L, L, 12:29
2, 22, L, L, 12:29
2, 23, L, L, 12:29
2, 24, L, L, 12:29
3, 0, L, L, 12:29
3, 1, M, M, 12:29
3, 2, L, M, 12:29
3, 3, L, L, 12:29
3, 4, L, L, 12:29
3, 5, M, M, 12:29
3, 6, L, M, 12:29
3, 7, L, M, 12:29
4, 0, L, L, 12:27
4, 1, L, L, 12:27
4, 2, L, L, 12:27
4, 3, L, L, 12:27
4, 4, M, M, 12:27
4, 5, M, L, 12:27
4, 6, L, M, 12:27
4, 7, L, L, 12:27
4, 8, M, L, 12:27
4, 9, L, L, 12:27
4, 10, M, M, 12:27
4, 11, L, L, 12:27
4, 12, L, L, 12:27
4, 13, L, L, 12:27
4, 14, L, L, 12:27
4, 15, L, H, 12:27
4, 16, M, H, 12:27
4, 17, L, M, 12:27
4, 18, L, M, 12:27
5, 0, M, M, 12:27
5, 1, L, M, 12:27
5, 2, L, M, 12:27
5, 3, L, L, 12:27
5, 4, L, L, 12:27
5, 5, M, L, 12:27
5, 6, M, M, 12:27
5, 7, M, M, 12:27
5, 8, M, M, 12:27
5, 9, M, L, 12:27
5, 10, L, L, 12:27
5, 11, L, L, 12:27
5, 12, L, L, 12:27
5, 13, L, L, 12:27
5, 14, L, L, 12:27
6, 0, M, L, 12:27
6, 1, M, L, 12:27
6, 2, L, L, 12:27
6, 3, L, L, 12:27
6, 4, L, L, 12:27
6, 5, L, L, 12:27
6, 6, L, M, 12:27
7, 0, M, M, 12:27
7, 1, L, L, 12:27
7, 2, L, L, 12:27
7, 3, L, L, 12:27
7, 4, L, L, 12:27
7, 5, M, L, 12:27
7, 6, L, M, 12:27
7, 7, L, L, 12:27
7, 8, L, L, 12:27
7, 9, M, M, 12:27
7, 10, M, M, 12:27
7, 11, M, M, 12:27
8, 0, L, L, 12:27
8, 1, L, L, 12:27
8, 2, L, L, 12:27
8, 3, L, L, 12:27
8, 4, L, L, 12:27
8, 5, L, L, 12:27
8, 6, L, L, 12:27
