#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 12:10
0, 1, L, L, 12:10
0, 2, L, L, 12:10
0, 3, L, L, 12:10
0, 4, L, L, 12:10
0, 5, L, L, 12:10
0, 6, L, L, 12:10
0, 7, L, L, 12:10
0, 8, H, L, 12:10
0, 9, H, L, 12:10
0, 10, H, M, 12:10
0, 11, H, H, 12:10
0, 12, H, H, 12:10
0, 13, L, H, 12:10
0, 14, L, H, 12:10
0, 15, L, H, 12:10
0, 16, M, H, 12:10
0, 17, L, L, 12:10
0, 18, L, L, 12:10
0, 19, L, L, 12:10
0, 20, L, L, 12:10
0, 21, L, M, 12:10
0, 22, M, M, 12:10
0, 23, H, M, 12:10
0, 24, H, L, 12:10
0, 25, H, L, 12:10
0, 26, H, L, 12:10
0, 27, L, L, 12:10
0, 28, H, L, 12:10
0, 29, H, L, 12:10
0, 30, H, L, 12:10
0, 31, H, L, 12:10
0, 32, L, M, 12:10
0, 33, L, M, 12:10
0, 34, L, L, 12:10
0, 35, L, L, 12:10
0, 36, L, L, 12:10
1, 0, L, L, 12:05
1, 1, L, L, 12:05
1, 2, L, L, 12:05
1, 3, L, L, 12:05
1, 4, L, L, 12:05
1, 5, H, L, 12:05
1, 6, H, M, 12:05
1, 7, H, M, 12:05
1, 8, H, M, 12:05
1, 9, L, L, 12:05
1, 10, L, L, 12:05
1, 11, L, L, 12:05
2, 0, M, M, 12:08
2, 1, M, M, 12:08
2, 2, L, L, 12:08
2, 3, L, L, 12:08
2, 4, M, M, 12:08
2, 5, M, M, 12:08
2, 6, M, L, 12:08
2, 7, M, L, 12:08
2, 8, L, L, 12:08
2, 9, L, L, 12:08
2, 10, L, L, 12:08
2, 11, L, L, 12:08
2, 12, L, L, 12:08
2, 13, L, L, 12:08
2, 14, M, L, 12:08
2, 15, M, M, 12:08
2, 16, L, L, 12:08
2, 17, L, L, 12:08
2, 18, L, L, 12:08
2, 19, L, L, 12:08
2, 20, L, L, 12:08
2, 21, M, L, 12:08
2, 22, M, L, 12:08
2, 23, M, L, 12:08
2, 24, M, L, 12:08
3, 0, L, L, 12:05
3, 1, H, L, 12:05
3, 2, H, L, 12:05
3, 3, H, L, 12:05
3, 4, H, L, 12:05
3, 5, H, M, 12:05
3, 6, L, L, 12:05
3, 7, L, L, 12:05
4, 0, H, L, 12:14
4, 1, H, L, 12:14
4, 2, H, L, 12:14
4, 3, H, L, 12:14
4, 4, H, H, 12:14
4, 5, H, H, 12:14
4, 6, H, H, 12:14
4, 7, L, H, 12:14
4, 8, M, L, 12:14
4, 9, L, L, 12:14
4, 10, H, H, 12:14
4, 11, H, H, 12:14
4, 12, H, H, 12:14
4, 13, H, L, 12:14
4, 14, H, L, 12:14
4, 15, H, L, 12:14
4, 16, H, H, 12:14
4, 17, L, H, 12:14
4, 18, L, L, 12:14
5, 0, M, M, 12:05
5, 1, M, M, 12:05
5, 2, L, L, 12:05
5, 3, L, L, 12:05
5, 4, L, L, 12:05
5, 5, L, L, 12:05
5, 6, L, L, 12:05
5, 7, M, M, 12:05
5, 8, L, L, 12:05
5, 9, L, L, 12:05
5, 10, L, L, 12:05
5, 11, L, L, 12:05
5, 12, L, L, 12:05
5, 13, L, L, 12:05
5, 14, L, L, 12:05
6, 0, L, L, 12:05
6, 1, L, L, 12:05
6, 2, L, L, 12:05
6, 3, L, L, 12:05
6, 4, L, L, 12:05
6, 5, L, L, 12:05
6, 6, L, L, 12:05
7, 0, L, L, 11:46
7, 1, L, L, 11:46
7, 2, L, L, 11:46
7, 3, L, L, 11:46
7, 4, L, L, 11:46
7, 5, L, L, 11:46
7, 6, L, L, 11:46
7, 7, L, L, 11:46
7, 8, L, M, 11:46
7, 9, M, M, 11:46
7, 10, M, M, 11:46
7, 11, L, L, 11:46
8, 0, L, H, 12:05
8, 1, L, L, 12:05
8, 2, L, L, 12:05
8, 3, L, L, 12:05
8, 4, L, L, 12:05
8, 5, L, L, 12:05
8, 6, L, L, 12:05
