#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 8:54
0, 1, L, L, 8:54
0, 2, L, L, 8:54
0, 3, L, L, 8:54
0, 4, L, L, 8:54
0, 5, L, L, 8:54
0, 6, L, L, 8:54
0, 7, L, L, 8:54
0, 8, L, L, 8:54
0, 9, L, L, 8:54
0, 10, H, M, 8:54
0, 11, H, L, 8:54
0, 12, H, L, 8:54
0, 13, H, L, 8:54
0, 14, H, L, 8:54
0, 15, H, L, 8:54
0, 16, H, L, 8:54
0, 17, H, L, 8:54
0, 18, H, L, 8:54
0, 19, H, L, 8:54
0, 20, H, L, 8:54
0, 21, H, M, 8:54
0, 22, H, M, 8:54
0, 23, H, L, 8:54
0, 24, H, L, 8:54
0, 25, H, L, 8:54
0, 26, H, L, 8:54
0, 27, L, L, 8:54
0, 28, L, M, 8:54
0, 29, L, L, 8:54
0, 30, M, L, 8:54
0, 31, M, L, 8:54
0, 32, L, H, 8:54
0, 33, L, H, 8:54
0, 34, L, L, 8:54
0, 35, L, L, 8:54
0, 36, L, L, 8:54
1, 0, L, L, 8:54
1, 1, L, L, 8:54
1, 2, L, L, 8:54
1, 3, L, L, 8:54
1, 4, L, L, 8:54
1, 5, L, L, 8:54
1, 6, M, M, 8:54
1, 7, M, M, 8:54
1, 8, L, L, 8:54
1, 9, L, L, 8:54
1, 10, H, L, 8:54
1, 11, H, M, 8:54
2, 0, H, H, 8:54
2, 1, M, M, 8:54
2, 2, M, L, 8:54
2, 3, M, L, 8:54
2, 4, M, M, 8:54
2, 5, M, M, 8:54
2, 6, M, M, 8:54
2, 7, L, L, 8:54
2, 8, L, L, 8:54
2, 9, L, L, 8:54
2, 10, L, L, 8:54
2, 11, L, L, 8:54
2, 12, L, L, 8:54
2, 13, L, L, 8:54
2, 14, L, L, 8:54
2, 15, L, L, 8:54
2, 16, L, L, 8:54
2, 17, L, L, 8:54
2, 18, L, L, 8:54
2, 19, M, L, 8:54
2, 20, M, L, 8:54
2, 21, M, L, 8:54
2, 22, M, L, 8:54
2, 23, M, L, 8:54
2, 24, M, L, 8:54
3, 0, L, L, 8:54
3, 1, M, L, 8:54
3, 2, M, L, 8:54
3, 3, L, L, 8:54
3, 4, L, L, 8:54
3, 5, M, M, 8:54
3, 6, M, M, 8:54
3, 7, M, M, 8:54
4, 0, M, M, 8:54
4, 1, M, L, 8:54
4, 2, L, L, 8:54
4, 3, L, M, 8:54
4, 4, M, L, 8:54
4, 5, M, M, 8:54
4, 6, L, M, 8:54
4, 7, L, L, 8:54
4, 8, H, L, 8:54
4, 9, H, L, 8:54
4, 10, H, L, 8:54
4, 11, H, M, 8:54
4, 12, M, L, 8:54
4, 13, H, L, 8:54
4, 14, H, H, 8:54
4, 15, H, H, 8:54
4, 16, H, H, 8:54
4, 17, H, H, 8:54
4, 18, H, H, 8:54
5, 0, H, M, 8:54
5, 1, H, M, 8:54
5, 2, H, L, 8:54
5, 3, L, L, 8:54
5, 4, L, L, 8:54
5, 5, L, L, 8:54
5, 6, M, M, 8:54
5, 7, M, M, 8:54
5, 8, L, L, 8:54
5, 9, M, M, 8:54
5, 10, H, H, 8:54
5, 11, H, H, 8:54
5, 12, H, H, 8:54
5, 13, H, H, 8:54
5, 14, H, H, 8:54
6, 0, M, M, 8:54
6, 1, L, L, 8:54
6, 2, L, L, 8:54
6, 3, L, L, 8:54
6, 4, L, L, 8:54
6, 5, M, M, 8:54
6, 6, M, M, 8:54
7, 0, L, L, 8:54
7, 1, L, L, 8:54
7, 2, L, L, 8:54
7, 3, M, M, 8:54
7, 4, M, M, 8:54
7, 5, M, M, 8:54
7, 6, L, L, 8:54
7, 7, L, L, 8:54
7, 8, L, L, 8:54
7, 9, M, M, 8:54
7, 10, M, M, 8:54
7, 11, M, M, 8:54
8, 0, L, H, 8:51
8, 1, L, H, 8:51
8, 2, L, L, 8:51
8, 3, L, L, 8:51
8, 4, L, L, 8:51
8, 5, L, L, 8:51
8, 6, L, H, 8:51
