#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 9:30
0, 1, L, L, 9:30
0, 2, M, M, 9:30
0, 3, L, L, 9:30
0, 4, L, L, 9:30
0, 5, L, L, 9:30
0, 6, L, L, 9:30
0, 7, L, L, 9:30
0, 8, L, L, 9:30
0, 9, L, L, 9:30
0, 10, M, M, 9:30
0, 11, M, L, 9:30
0, 12, L, L, 9:30
0, 13, L, M, 9:30
0, 14, L, L, 9:30
0, 15, M, M, 9:30
0, 16, M, M, 9:30
0, 17, M, M, 9:30
0, 18, L, L, 9:30
0, 19, M, H, 9:30
0, 20, L, H, 9:30
0, 21, L, H, 9:30
0, 22, L, H, 9:30
0, 23, L, M, 9:30
0, 24, L, M, 9:30
0, 25, L, M, 9:30
0, 26, M, M, 9:30
0, 27, L, M, 9:30
0, 28, L, M, 9:30
0, 29, M, M, 9:30
0, 30, M, M, 9:30
0, 31, M, M, 9:30
0, 32, L, M, 9:30
0, 33, L, M, 9:30
0, 34, L, L, 9:30
0, 35, L, L, 9:30
0, 36, L, L, 9:30
1, 0, L, L, 9:30
1, 1, L, L, 9:30
1, 2, M, M, 9:30
1, 3, L, M, 9:30
1, 4, L, L, 9:30
1, 5, L, L, 9:30
1, 6, M, M, 9:30
1, 7, M, M, 9:30
1, 8, L, L, 9:30
1, 9, L, L, 9:30
1, 10, L, L, 9:30
1, 11, M, M, 9:30
2, 0, M, M, 9:30
2, 1, L, L, 9:30
2, 2, L, L, 9:30
2, 3, L, L, 9:30
2, 4, M, M, 9:30
2, 5, M, M, 9:30
2, 6, M, M, 9:30
2, 7, L, L, 9:30
2, 8, L, L, 9:30
2, 9, L, L, 9:30
2, 10, L, L, 9:30
2, 11, L, L, 9:30
2, 12, L, L, 9:30
2, 13, L, L, 9:30
2, 14, M, L, 9:30
2, 15, M, M, 9:30
2, 16, L, M, 9:30
2, 17, M, M, 9:30
2, 18, M, L, 9:30
2, 19, L, L, 9:30
2, 20, L, L, 9:30
2, 21, L, L, 9:30
2, 22, L, L, 9:30
2, 23, L, L, 9:30
2, 24, M, M, 9:30
3, 0, M, M, 9:30
3, 1, M, M, 9:30
3, 2, M, M, 9:30
3, 3, L, L, 9:30
3, 4, M, M, 9:30
3, 5, M, M, 9:30
3, 6, M, M, 9:30
3, 7, M, M, 9:30
4, 0, L, L, 9:17
4, 1, L, L, 9:17
4, 2, M, M, 9:17
4, 3, L, L, 9:17
4, 4, L, L, 9:17
4, 5, M, M, 9:17
4, 6, M, M, 9:17
4, 7, M, M, 9:17
4, 8, M, L, 9:17
4, 9, L, L, 9:17
4, 10, M, M, 9:17
4, 11, L, L, 9:17
4, 12, L, L, 9:17
4, 13, L, L, 9:17
4, 14, L, L, 9:17
4, 15, L, L, 9:17
4, 16, M, H, 9:17
4, 17, M, H, 9:17
4, 18, M, H, 9:17
5, 0, L, M, 9:17
5, 1, L, M, 9:17
5, 2, L, L, 9:17
5, 3, L, L, 9:17
5, 4, L, L, 9:17
5, 5, L, L, 9:17
5, 6, L, L, 9:17
5, 7, M, L, 9:17
5, 8, M, M, 9:17
5, 9, M, M, 9:17
5, 10, M, M, 9:17
5, 11, M, L, 9:17
5, 12, M, L, 9:17
5, 13, L, L, 9:17
5, 14, L, L, 9:17
6, 0, M, M, 9:18
6, 1, M, M, 9:18
6, 2, L, L, 9:18
6, 3, L, L, 9:18
6, 4, L, L, 9:18
6, 5, M, M, 9:18
6, 6, M, M, 9:18
7, 0, M, M, 9:18
7, 1, M, M, 9:18
7, 2, M, M, 9:18
7, 3, L, L, 9:18
7, 4, L, L, 9:18
7, 5, M, M, 9:18
7, 6, M, M, 9:18
7, 7, L, M, 9:18
7, 8, L, L, 9:18
7, 9, M, M, 9:18
7, 10, M, M, 9:18
7, 11, M, M, 9:18
8, 0, L, L, 9:18
8, 1, L, L, 9:18
8, 2, L, L, 9:18
8, 3, L, L, 9:18
8, 4, L, L, 9:18
8, 5, L, L, 9:18
8, 6, L, L, 9:18
