#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 5:27
0, 1, L, L, 5:27
0, 2, M, M, 5:27
0, 3, L, L, 5:27
0, 4, L, L, 5:27
0, 5, L, L, 5:27
0, 6, L, L, 5:27
0, 7, H, L, 5:27
0, 8, H, L, 5:27
0, 9, H, L, 5:27
0, 10, H, H, 5:27
0, 11, H, H, 5:27
0, 12, H, H, 5:27
0, 13, H, H, 5:27
0, 14, H, H, 5:27
0, 15, H, L, 5:27
0, 16, H, H, 5:27
0, 17, H, H, 5:27
0, 18, L, L, 5:27
0, 19, L, H, 5:27
0, 20, L, H, 5:27
0, 21, L, H, 5:27
0, 22, L, H, 5:27
0, 23, M, H, 5:27
0, 24, H, H, 5:27
0, 25, H, H, 5:27
0, 26, H, H, 5:27
0, 27, H, H, 5:27
0, 28, H, M, 5:27
0, 29, H, L, 5:27
0, 30, L, L, 5:27
0, 31, M, L, 5:27
0, 32, L, H, 5:27
0, 33, L, H, 5:27
0, 34, L, L, 5:27
0, 35, L, L, 5:27
0, 36, L, L, 5:27
1, 0, L, L, 5:29
1, 1, L, L, 5:29
1, 2, L, M, 5:29
1, 3, L, M, 5:29
1, 4, L, L, 5:29
1, 5, L, L, 5:29
1, 6, M, M, 5:29
1, 7, M, M, 5:29
1, 8, L, L, 5:29
1, 9, L, L, 5:29
1, 10, L, L, 5:29
1, 11, M, M, 5:29
2, 0, M, M, 5:24
2, 1, M, M, 5:24
2, 2, L, L, 5:24
2, 3, L, L, 5:24
2, 4, M, M, 5:24
2, 5, M, M, 5:24
2, 6, M, M, 5:24
2, 7, L, M, 5:24
2, 8, M, M, 5:24
2, 9, L, L, 5:24
2, 10, L, L, 5:24
2, 11, M, M, 5:24
2, 12, M, M, 5:24
2, 13, L, L, 5:24
2, 14, M, L, 5:24
2, 15, M, M, 5:24
2, 16, L, M, 5:24
2, 17, L, M, 5:24
2, 18, L, L, 5:24
2, 19, L, L, 5:24
2, 20, L, L, 5:24
2, 21, L, L, 5:24
2, 22, L, L, 5:24
2, 23, M, L, 5:24
2, 24, M, M, 5:24
3, 0, M, M, 5:24
3, 1, M, M, 5:24
3, 2, M, M, 5:24
3, 3, M, L, 5:24
3, 4, M, L, 5:24
3, 5, M, M, 5:24
3, 6, L, M, 5:24
3, 7, L, M, 5:24
4, 0, L, L, 5:29
4, 1, L, L, 5:29
4, 2, H, L, 5:29
4, 3, H, L, 5:29
4, 4, H, L, 5:29
4, 5, H, M, 5:29
4, 6, L, M, 5:29
4, 7, L, H, 5:29
4, 8, H, H, 5:29
4, 9, H, H, 5:29
4, 10, H, H, 5:29
4, 11, H, H, 5:29
4, 12, L, L, 5:29
4, 13, L, L, 5:29
4, 14, L, L, 5:29
4, 15, M, M, 5:29
4, 16, M, H, 5:29
4, 17, M, H, 5:29
4, 18, L, H, 5:29
5, 0, M, H, 5:29
5, 1, M, H, 5:29
5, 2, M, H, 5:29
5, 3, L, L, 5:29
5, 4, L, L, 5:29
5, 5, H, L, 5:29
5, 6, H, H, 5:29
5, 7, H, H, 5:29
5, 8, H, H, 5:29
5, 9, H, H, 5:29
5, 10, H, H, 5:29
5, 11, L, H, 5:29
5, 12, L, H, 5:29
5, 13, L, L, 5:29
5, 14, L, L, 5:29
6, 0, L, M, 5:29
6, 1, L, M, 5:29
6, 2, L, L, 5:29
6, 3, L, L, 5:29
6, 4, L, L, 5:29
6, 5, L, L, 5:29
6, 6, M, M, 5:29
7, 0, M, H, 5:25
7, 1, M, H, 5:25
7, 2, L, H, 5:25
7, 3, L, H, 5:25
7, 4, L, H, 5:25
7, 5, H, H, 5:25
7, 6, H, H, 5:25
7, 7, L, H, 5:25
7, 8, L, L, 5:25
7, 9, M, H, 5:25
7, 10, M, H, 5:25
7, 11, L, M, 5:25
8, 0, L, L, 5:25
8, 1, L, L, 5:25
8, 2, L, L, 5:25
8, 3, L, L, 5:25
8, 4, L, L, 5:25
8, 5, L, L, 5:25
8, 6, L, L, 5:25
