#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 11:14
0, 1, L, L, 11:14
0, 2, M, M, 11:14
0, 3, L, L, 11:14
0, 4, L, L, 11:14
0, 5, L, L, 11:14
0, 6, L, L, 11:14
0, 7, L, L, 11:14
0, 8, L, L, 11:14
0, 9, L, L, 11:14
0, 10, L, L, 11:14
0, 11, M, M, 11:14
0, 12, H, H, 11:14
0, 13, H, H, 11:14
0, 14, H, H, 11:14
0, 15, H, H, 11:14
0, 16, H, H, 11:14
0, 17, M, M, 11:14
0, 18, L, L, 11:14
0, 19, L, H, 11:14
0, 20, H, H, 11:14
0, 21, H, H, 11:14
0, 22, H, H, 11:14
0, 23, H, H, 11:14
0, 24, H, H, 11:14
0, 25, H, H, 11:14
0, 26, H, H, 11:14
0, 27, H, L, 11:14
0, 28, H, M, 11:14
0, 29, H, L, 11:14
0, 30, M, L, 11:14
0, 31, M, L, 11:14
0, 32, L, H, 11:14
0, 33, L, H, 11:14
0, 34, L, L, 11:14
0, 35, L, L, 11:14
0, 36, L, L, 11:14
1, 0, L, L, 11:11
1, 1, L, L, 11:11
1, 2, M, L, 11:11
1, 3, M, L, 11:11
1, 4, L, L, 11:11
1, 5, L, L, 11:11
1, 6, M, M, 11:11
1, 7, M, M, 11:11
1, 8, L, L, 11:11
1, 9, L, L, 11:11
1, 10, L, L, 11:11
1, 11, M, L, 11:11
2, 0, M, M, 11:11
2, 1, M, M, 11:11
2, 2, L, L, 11:11
2, 3, L, L, 11:11
2, 4, M, M, 11:11
2, 5, M, M, 11:11
2, 6, M, M, 11:11
2, 7, L, L, 11:11
2, 8, L, L, 11:11
2, 9, L, L, 11:11
2, 10, L, L, 11:11
2, 11, L, L, 11:11
2, 12, L, L, 11:11
2, 13, L, L, 11:11
2, 14, M, L, 11:11
2, 15, M, M, 11:11
2, 16, L, M, 11:11
2, 17, L, L, 11:11
2, 18, L, L, 11:11
2, 19, L, L, 11:11
2, 20, L, L, 11:11
2, 21, L, L, 11:11
2, 22, M, L, 11:11
2, 23, M, L, 11:11
2, 24, M, L, 11:11
3, 0, L, L, 11:11
3, 1, M, M, 11:11
3, 2, M, M, 11:11
3, 3, L, L, 11:11
3, 4, M, L, 11:11
3, 5, M, M, 11:11
3, 6, L, M, 11:11
3, 7, L, M, 11:11
4, 0, H, L, 11:14
4, 1, H, L, 11:14
4, 2, H, L, 11:14
4, 3, H, L, 11:14
4, 4, H, L, 11:14
4, 5, H, H, 11:14
4, 6, L, H, 11:14
4, 7, L, H, 11:14
4, 8, M, L, 11:14
4, 9, L, L, 11:14
4, 10, H, H, 11:14
4, 11, H, H, 11:14
4, 12, H, H, 11:14
4, 13, H, H, 11:14
4, 14, H, L, 11:14
4, 15, H, L, 11:14
4, 16, H, M, 11:14
4, 17, M, M, 11:14
4, 18, L, M, 11:14
5, 0, L, M, 11:11
5, 1, M, M, 11:11
5, 2, M, M, 11:11
5, 3, L, L, 11:11
5, 4, L, L, 11:11
5, 5, L, L, 11:11
5, 6, L, L, 11:11
5, 7, M, L, 11:11
5, 8, M, M, 11:11
5, 9, M, M, 11:11
5, 10, M, H, 11:11
5, 11, L, H, 11:11
5, 12, L, H, 11:11
5, 13, L, L, 11:11
5, 14, L, L, 11:11
6, 0, L, H, 11:11
6, 1, L, H, 11:11
6, 2, L, H, 11:11
6, 3, L, H, 11:11
6, 4, L, L, 11:11
6, 5, L, L, 11:11
6, 6, M, M, 11:11
7, 0, M, M, 11:11
7, 1, M, M, 11:11
7, 2, L, L, 11:11
7, 3, L, L, 11:11
7, 4, L, L, 11:11
7, 5, H, M, 11:11
7, 6, H, H, 11:11
7, 7, L, H, 11:11
7, 8, L, L, 11:11
7, 9, L, H, 11:11
7, 10, M, H, 11:11
7, 11, L, M, 11:11
8, 0, L, H, 11:11
8, 1, L, L, 11:11
8, 2, L, H, 11:11
8, 3, L, L, 11:11
8, 4, L, L, 11:11
8, 5, L, L, 11:11
8, 6, L, L, 11:11
