#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 11:08
0, 1, L, M, 11:08
0, 2, M, M, 11:08
0, 3, L, L, 11:08
0, 4, M, L, 11:08
0, 5, M, L, 11:08
0, 6, L, L, 11:08
0, 7, L, L, 11:08
0, 8, L, L, 11:08
0, 9, L, L, 11:08
0, 10, L, L, 11:08
0, 11, M, M, 11:08
0, 12, L, L, 11:08
0, 13, L, L, 11:08
0, 14, L, L, 11:08
0, 15, L, L, 11:08
0, 16, L, L, 11:08
0, 17, L, M, 11:08
0, 18, L, L, 11:08
0, 19, M, M, 11:08
0, 20, M, M, 11:08
0, 21, M, M, 11:08
0, 22, M, M, 11:08
0, 23, M, M, 11:08
0, 24, M, M, 11:08
0, 25, M, M, 11:08
0, 26, H, M, 11:08
0, 27, H, M, 11:08
0, 28, L, L, 11:08
0, 29, H, L, 11:08
0, 30, M, L, 11:08
0, 31, M, L, 11:08
0, 32, M, M, 11:08
0, 33, M, M, 11:08
0, 34, L, L, 11:08
0, 35, L, L, 11:08
0, 36, L, L, 11:08
1, 0, L, L, 11:01
1, 1, L, L, 11:01
1, 2, L, L, 11:01
1, 3, L, L, 11:01
1, 4, L, L, 11:01
1, 5, L, L, 11:01
1, 6, M, M, 11:01
1, 7, M, M, 11:01
1, 8, L, L, 11:01
1, 9, L, L, 11:01
1, 10, L, L, 11:01
1, 11, L, L, 11:01
2, 0, L, L, 11:01
2, 1, L, L, 11:01
2, 2, L, L, 11:01
2, 3, L, L, 11:01
2, 4, L, L, 11:01
2, 5, L, L, 11:01
2, 6, L, M, 11:01
2, 7, L, L, 11:01
2, 8, L, L, 11:01
2, 9, L, L, 11:01
2, 10, L, L, 11:01
2, 11, L, L, 11:01
2, 12, L, L, 11:01
2, 13, L, L, 11:01
2, 14, L, L, 11:01
2, 15, M, M, 11:01
2, 16, M, M, 11:01
2, 17, L, L, 11:01
2, 18, L, L, 11:01
2, 19, L, L, 11:01
2, 20, L, L, 11:01
2, 21, L, L, 11:01
2, 22, M, L, 11:01
2, 23, M, L, 11:01
2, 24, M, M, 11:01
3, 0, L, L, 10:47
3, 1, L, L, 10:47
3, 2, M, L, 10:47
3, 3, M, L, 10:47
3, 4, M, L, 10:47
3, 5, M, M, 10:47
3, 6, L, L, 10:47
3, 7, L, L, 10:47
4, 0, M, L, 10:48
4, 1, M, L, 10:48
4, 2, L, L, 10:48
4, 3, L, M, 10:48
4, 4, L, M, 10:48
4, 5, L, M, 10:48
4, 6, M, M, 10:48
4, 7, M, M, 10:48
4, 8, M, L, 10:48
4, 9, M, L, 10:48
4, 10, M, M, 10:48
4, 11, L, L, 10:48
4, 12, L, L, 10:48
4, 13, L, L, 10:48
4, 14, L, M, 10:48
4, 15, L, L, 10:48
4, 16, M, H, 10:48
4, 17, M, H, 10:48
4, 18, M, H, 10:48
5, 0, L, M, 10:48
5, 1, L, M, 10:48
5, 2, L, L, 10:48
5, 3, L, L, 10:48
5, 4, L, L, 10:48
5, 5, L, L, 10:48
5, 6, L, L, 10:48
5, 7, L, L, 10:48
5, 8, M, M, 10:48
5, 9, M, M, 10:48
5, 10, M, M, 10:48
5, 11, M, M, 10:48
5, 12, L, L, 10:48
5, 13, L, L, 10:48
5, 14, L, L, 10:48
6, 0, M, L, 10:48
6, 1, M, L, 10:48
6, 2, L, L, 10:48
6, 3, L, L, 10:48
6, 4, L, M, 10:48
6, 5, M, M, 10:48
6, 6, L, L, 10:48
7, 0, L, L, 10:48
7, 1, L, L, 10:48
7, 2, M, M, 10:48
7, 3, M, M, 10:48
7, 4, L, L, 10:48
7, 5, M, M, 10:48
7, 6, M, M, 10:48
7, 7, L, M, 10:48
7, 8, L, M, 10:48
7, 9, L, M, 10:48
7, 10, M, M, 10:48
7, 11, M, M, 10:48
8, 0, L, L, 11:20
8, 1, L, L, 11:20
8, 2, L, L, 11:20
8, 3, L, L, 11:20
8, 4, L, L, 11:20
8, 5, L, L, 11:20
8, 6, L, L, 11:20
