#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 1:27
0, 1, L, L, 1:27
0, 2, L, L, 1:27
0, 3, L, L, 1:27
0, 4, M, M, 1:27
0, 5, M, M, 1:27
0, 6, L, M, 1:27
0, 7, H, L, 1:27
0, 8, H, L, 1:27
0, 9, H, L, 1:27
0, 10, H, L, 1:27
0, 11, H, M, 1:27
0, 12, H, L, 1:27
0, 13, H, L, 1:27
0, 14, H, L, 1:27
0, 15, H, M, 1:27
0, 16, H, M, 1:27
0, 17, H, L, 1:27
0, 18, L, L, 1:27
0, 19, L, H, 1:27
0, 20, L, H, 1:27
0, 21, H, H, 1:27
0, 22, H, H, 1:27
0, 23, M, H, 1:27
0, 24, L, H, 1:27
0, 25, M, H, 1:27
0, 26, M, H, 1:27
0, 27, L, H, 1:27
0, 28, L, H, 1:27
0, 29, L, L, 1:27
0, 30, M, L, 1:27
0, 31, M, L, 1:27
0, 32, L, H, 1:27
0, 33, L, H, 1:27
0, 34, L, L, 1:27
0, 35, L, L, 1:27
0, 36, L, L, 1:27
1, 0, L, L, 1:03
1, 1, L, L, 1:03
1, 2, L, L, 1:03
1, 3, L, L, 1:03
1, 4, H, L, 1:03
1, 5, H, L, 1:03
1, 6, H, M, 1:03
1, 7, H, M, 1:03
1, 8, L, L, 1:03
1, 9, L, L, 1:03
1, 10, L, L, 1:03
1, 11, M, M, 1:03
2, 0, H, H, 1:03
2, 1, L, L, 1:03
2, 2, L, L, 1:03
2, 3, L, M, 1:03
2, 4, M, M, 1:03
2, 5, M, M, 1:03
2, 6, M, M, 1:03
2, 7, M, L, 1:03
2, 8, L, L, 1:03
2, 9, L, L, 1:03
2, 10, L, L, 1:03
2, 11, L, L, 1:03
2, 12, L, L, 1:03
2, 13, L, L, 1:03
2, 14, M, L, 1:03
2, 15, M, M, 1:03
2, 16, L, M, 1:03
2, 17, L, L, 1:03
2, 18, L, L, 1:03
2, 19, L, L, 1:03
2, 20, L, L, 1:03
2, 21, L, L, 1:03
2, 22, M, L, 1:03
2, 23, M, L, 1:03
2, 24, M, M, 1:03
3, 0, H, L, 1:03
3, 1, H, M, 1:03
3, 2, H, L, 1:03
3, 3, H, L, 1:03
3, 4, H, L, 1:03
3, 5, H, M, 1:03
3, 6, L, L, 1:03
3, 7, L, L, 1:03
4, 0, H, L, 1:03
4, 1, H, L, 1:03
4, 2, H, L, 1:03
4, 3, H, L, 1:03
4, 4, H, M, 1:03
4, 5, H, M, 1:03
4, 6, H, L, 1:03
4, 7, H, L, 1:03
4, 8, H, H, 1:03
4, 9, H, H, 1:03
4, 10, H, H, 1:03
4, 11, H, H, 1:03
4, 12, H, H, 1:03
4, 13, L, H, 1:03
4, 14, H, H, 1:03
4, 15, H, H, 1:03
4, 16, H, H, 1:03
4, 17, H, H, 1:03
4, 18, M, H, 1:03
5, 0, M, M, 1:03
5, 1, M, M, 1:03
