#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 8:50
0, 1, L, L, 8:50
0, 2, L, M, 8:50
0, 3, L, L, 8:50
0, 4, L, M, 8:50
0, 5, L, L, 8:50
0, 6, L, L, 8:50
0, 7, H, L, 8:50
0, 8, H, L, 8:50
0, 9, H, M, 8:50
0, 10, H, M, 8:50
0, 11, H, M, 8:50
0, 12, H, M, 8:50
0, 13, H, L, 8:50
0, 14, H, L, 8:50
0, 15, H, L, 8:50
0, 16, H, L, 8:50
0, 17, H, L, 8:50
0, 18, L, L, 8:50
0, 19, H, L, 8:50
0, 20, H, L, 8:50
0, 21, H, L, 8:50
0, 22, H, L, 8:50
0, 23, H, H, 8:50
0, 24, H, H, 8:50
0, 25, H, H, 8:50
0, 26, H, H, 8:50
0, 27, M, H, 8:50
0, 28, M, H, 8:50
0, 29, M, L, 8:50
0, 30, L, L, 8:50
0, 31, M, L, 8:50
0, 32, L, H, 8:50
0, 33, L, H, 8:50
0, 34, L, L, 8:50
0, 35, L, L, 8:50
0, 36, L, L, 8:50
1, 0, L, L, 8:50
1, 1, L, L, 8:50
1, 2, L, L, 8:50
1, 3, L, L, 8:50
1, 4, L, L, 8:50
1, 5, M, L, 8:50
1, 6, M, M, 8:50
1, 7, M, M, 8:50
1, 8, L, L, 8:50
1, 9, L, L, 8:50
1, 10, M, L, 8:50
1, 11, M, M, 8:50
2, 0, M, M, 8:50
2, 1, M, M, 8:50
2, 2, L, L, 8:50
2, 3, L, L, 8:50
2, 4, L, L, 8:50
2, 5, L, L, 8:50
2, 6, M, M, 8:50
2, 7, M, M, 8:50
2, 8, M, M, 8:50
2, 9, L, L, 8:50
2, 10, L, L, 8:50
2, 11, M, M, 8:50
2, 12, M, M, 8:50
2, 13, L, L, 8:50
2, 14, M, L, 8:50
2, 15, M, M, 8:50
2, 16, L, M, 8:50
2, 17, M, L, 8:50
2, 18, M, M, 8:50
2, 19, L, L, 8:50
2, 20, M, M, 8:50
2, 21, L, L, 8:50
2, 22, M, L, 8:50
2, 23, M, L, 8:50
2, 24, M, L, 8:50
3, 0, H, M, 8:50
3, 1, H, M, 8:50
3, 2, H, L, 8:50
3, 3, H, L, 8:50
3, 4, H, L, 8:50
3, 5, H, M, 8:50
3, 6, L, L, 8:50
3, 7, L, L, 8:50
4, 0, M, L, 8:58
4, 1, M, L, 8:58
4, 2, L, L, 8:58
4, 3, L, L, 8:58
4, 4, H, L, 8:58
4, 5, H, H, 8:58
4, 6, L, H, 8:58
4, 7, L, H, 8:58
4, 8, L, L, 8:58
4, 9, L, L, 8:58
4, 10, M, M, 8:58
4, 11, M, M, 8:58
4, 12, L, L, 8:58
4, 13, L, L, 8:58
4, 14, H, L, 8:58
4, 15, H, L, 8:58
4, 16, H, H, 8:58
4, 17, L, H, 8:58
4, 18, L, H, 8:58
5, 0, M, M, 8:50
5, 1, M, M, 8:50
5, 2, L, M, 8:50
5, 3, L, L, 8:50
5, 4, L, L, 8:50
5, 5, L, L, 8:50
5, 6, M, H, 8:50
5, 7, M, H, 8:50
5, 8, L, H, 8:50
5, 9, M, H, 8:50
5, 10, M, H, 8:50
5, 11, L, H, 8:50
5, 12, L, L, 8:50
5, 13, L, L, 8:50
5, 14, M, L, 8:50
6, 0, L, L, 8:50
6, 1, M, M, 8:50
6, 2, L, L, 8:50
6, 3, L, L, 8:50
6, 4, L, L, 8:50
6, 5, M, M, 8:50
6, 6, M, M, 8:50
7, 0, L, L, 8:50
7, 1, L, L, 8:50
7, 2, L, L, 8:50
7, 3, L, L, 8:50
7, 4, L, L, 8:50
7, 5, L, L, 8:50
7, 6, L, M, 8:50
7, 7, L, L, 8:50
7, 8, L, L, 8:50
7, 9, M, M, 8:50
7, 10, M, M, 8:50
7, 11, L, M, 8:50
8, 0, L, H, 8:11
8, 1, L, L, 8:11
8, 2, L, L, 8:11
8, 3, L, L, 8:11
8, 4, L, L, 8:11
8, 5, L, L, 8:11
8, 6, L, L, 8:11
