#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 3:02
0, 1, L, L, 3:02
0, 2, L, M, 3:02
0, 3, L, L, 3:02
0, 4, L, M, 3:02
0, 5, L, H, 3:02
0, 6, L, H, 3:02
0, 7, H, L, 3:02
0, 8, H, L, 3:02
0, 9, H, M, 3:02
0, 10, H, M, 3:02
0, 11, H, M, 3:02
0, 12, H, M, 3:02
0, 13, H, M, 3:02
0, 14, H, L, 3:02
0, 15, H, L, 3:02
0, 16, H, M, 3:02
0, 17, H, L, 3:02
0, 18, L, L, 3:02
0, 19, L, H, 3:02
0, 20, L, H, 3:02
0, 21, L, H, 3:02
0, 22, M, H, 3:02
0, 23, L, H, 3:02
0, 24, L, H, 3:02
0, 25, M, H, 3:02
0, 26, H, H, 3:02
0, 27, H, H, 3:02
0, 28, H, H, 3:02
0, 29, H, L, 3:02
0, 30, H, L, 3:02
0, 31, H, L, 3:02
0, 32, L, H, 3:02
0, 33, L, H, 3:02
0, 34, L, H, 3:02
0, 35, L, L, 3:02
0, 36, L, L, 3:02
1, 0, L, L, 3:02
1, 1, L, L, 3:02
1, 2, L, L, 3:02
1, 3, L, L, 3:02
1, 4, L, L, 3:02
1, 5, L, L, 3:02
1, 6, M, M, 3:02
1, 7, M, M, 3:02
1, 8, L, L, 3:02
1, 9, L, L, 3:02
1, 10, L, L, 3:02
1, 11, M, M, 3:02
2, 0, M, M, 3:02
2, 1, M, M, 3:02
2, 2, L, L, 3:02
2, 3, L, L, 3:02
2, 4, L, M, 3:02
2, 5, L, M, 3:02
2, 6, M, M, 3:02
2, 7, M, M, 3:02
2, 8, M, M, 3:02
2, 9, L, L, 3:02
2, 10, L, L, 3:02
2, 11, M, M, 3:02
2, 12, M, M, 3:02
2, 13, L, L, 3:02
2, 14, M, L, 3:02
2, 15, M, M, 3:02
2, 16, L, M, 3:02
2, 17, M, M, 3:02
2, 18, M, M, 3:02
2, 19, L, L, 3:02
2, 20, M, M, 3:02
2, 21, L, L, 3:02
2, 22, L, L, 3:02
2, 23, M, L, 3:02
2, 24, M, M, 3:02
3, 0, M, M, 3:02
3, 1, M, M, 3:02
3, 2, M, M, 3:02
3, 3, M, L, 3:02
3, 4, M, L, 3:02
3, 5, M, M, 3:02
3, 6, L, M, 3:02
3, 7, L, M, 3:02
4, 0, L, L, 3:02
4, 1, L, L, 3:02
4, 2, H, L, 3:02
4, 3, H, L, 3:02
4, 4, H, H, 3:02
4, 5, H, H, 3:02
4, 6, L, H, 3:02
4, 7, L, H, 3:02
4, 8, L, L, 3:02
4, 9, L, L, 3:02
4, 10, M, M, 3:02
4, 11, M, M, 3:02
4, 12, L, M, 3:02
4, 13, L, L, 3:02
4, 14, H, L, 3:02
4, 15, H, L, 3:02
4, 16, H, M, 3:02
4, 17, L, L, 3:02
4, 18, L, L, 3:02
5, 0, M, M, 3:02
5, 1, M, M, 3:02
5, 2, L, M, 3:02
5, 3, L, L, 3:02
5, 4, L, L, 3:02
5, 5, M, L, 3:02
5, 6, H, H, 3:02
5, 7, H, H, 3:02
5, 8, M, H, 3:02
5, 9, M, H, 3:02
5, 10, M, H, 3:02
5, 11, L, H, 3:02
5, 12, L, L, 3:02
5, 13, L, L, 3:02
5, 14, M, L, 3:02
6, 0, L, L, 3:02
6, 1, M, M, 3:02
6, 2, L, L, 3:02
6, 3, L, L, 3:02
6, 4, L, L, 3:02
6, 5, M, M, 3:02
6, 6, M, M, 3:02
7, 0, M, M, 3:02
7, 1, M, M, 3:02
7, 2, M, L, 3:02
7, 3, L, L, 3:02
7, 4, L, M, 3:02
7, 5, L, M, 3:02
7, 6, M, M, 3:02
7, 7, L, L, 3:02
7, 8, L, L, 3:02
7, 9, M, M, 3:02
7, 10, M, M, 3:02
7, 11, L, M, 3:02
8, 0, L, H, 3:02
8, 1, L, L, 3:02
8, 2, L, L, 3:02
8, 3, L, L, 3:02
8, 4, L, L, 3:02
8, 5, L, H, 3:02
8, 6, H, L, 3:02
