#lineID, stationID, statusN, statusS, timestamp
0, 0, M, M, 5:59
0, 1, L, L, 5:59
0, 2, M, M, 5:59
0, 3, L, L, 5:59
0, 4, M, M, 5:59
0, 5, M, M, 5:59
0, 6, L, L, 5:59
0, 7, L, L, 5:59
0, 8, L, L, 5:59
0, 9, L, L, 5:59
0, 10, H, H, 5:59
0, 11, H, H, 5:59
0, 12, H, H, 5:59
0, 13, H, H, 5:59
0, 14, H, H, 5:59
0, 15, H, H, 5:59
0, 16, H, H, 5:59
0, 17, H, H, 5:59
0, 18, H, H, 5:59
0, 19, H, H, 5:59
0, 20, H, H, 5:59
0, 21, H, H, 5:59
0, 22, H, H, 5:59
0, 23, H, H, 5:59
0, 24, H, H, 5:59
0, 25, H, H, 5:59
0, 26, H, H, 5:59
0, 27, H, H, 5:59
0, 28, H, H, 5:59
0, 29, H, M, 5:59
0, 30, L, L, 5:59
0, 31, M, L, 5:59
0, 32, L, M, 5:59
0, 33, L, M, 5:59
0, 34, L, L, 5:59
0, 35, L, L, 5:59
0, 36, L, L, 5:59
1, 0, L, L, 5:59
1, 1, L, L, 5:59
1, 2, L, M, 5:59
1, 3, L, M, 5:59
1, 4, L, L, 5:59
1, 5, L, L, 5:59
1, 6, M, M, 5:59
1, 7, M, M, 5:59
1, 8, M, L, 5:59
1, 9, L, L, 5:59
1, 10, L, L, 5:59
1, 11, M, M, 5:59
2, 0, M, M, 5:59
2, 1, M, M, 5:59
2, 2, L, L, 5:59
2, 3, L, L, 5:59
2, 4, M, M, 5:59
2, 5, M, M, 5:59
2, 6, L, M, 5:59
2, 7, L, M, 5:59
2, 8, M, M, 5:59
2, 9, L, L, 5:59
2, 10, L, L, 5:59
2, 11, M, M, 5:59
2, 12, M, M, 5:59
2, 13, L, L, 5:59
2, 14, M, L, 5:59
2, 15, M, M, 5:59
2, 16, L, M, 5:59
2, 17, L, M, 5:59
2, 18, M, M, 5:59
2, 19, L, L, 5:59
2, 20, L, L, 5:59
2, 21, L, L, 5:59
2, 22, M, L, 5:59
2, 23, M, L, 5:59
2, 24, M, L, 5:59
3, 0, M, M, 5:59
3, 1, M, M, 5:59
3, 2, M, M, 5:59
3, 3, M, M, 5:59
3, 4, M, M, 5:59
3, 5, M, M, 5:59
3, 6, M, M, 5:59
3, 7, M, M, 5:59
4, 0, M, M, 5:59
4, 1, M, L, 5:59
4, 2, L, L, 5:59
4, 3, L, L, 5:59
4, 4, H, L, 5:59
4, 5, H, H, 5:59
4, 6, M, H, 5:59
4, 7, L, H, 5:59
4, 8, M, L, 5:59
4, 9, L, L, 5:59
4, 10, M, H, 5:59
4, 11, M, H, 5:59
4, 12, L, H, 5:59
4, 13, L, L, 5:59
4, 14, M, M, 5:59
4, 15, M, M, 5:59
4, 16, M, H, 5:59
4, 17, L, H, 5:59
4, 18, L, H, 5:59
5, 0, L, M, 5:59
5, 1, M, M, 5:59
5, 2, M, M, 5:59
5, 3, L, L, 5:59
5, 4, L, L, 5:59
5, 5, L, L, 5:59
5, 6, H, L, 5:59
5, 7, H, L, 5:59
5, 8, H, M, 5:59
5, 9, H, M, 5:59
5, 10, H, M, 5:59
5, 11, H, L, 5:59
5, 12, L, L, 5:59
5, 13, M, L, 5:59
5, 14, L, L, 5:59
6, 0, L, L, 5:59
6, 1, M, L, 5:59
6, 2, L, L, 5:59
6, 3, L, L, 5:59
6, 4, L, L, 5:59
6, 5, M, L, 5:59
6, 6, M, L, 5:59
7, 0, M, H, 5:59
7, 1, L, H, 5:59
7, 2, M, H, 5:59
7, 3, L, L, 5:59
7, 4, L, L, 5:59
7, 5, L, L, 5:59
7, 6, M, M, 5:59
7, 7, L, M, 5:59
7, 8, L, H, 5:59
7, 9, L, H, 5:59
7, 10, L, H, 5:59
7, 11, M, L, 5:59
8, 0, L, L, 5:59
8, 1, L, L, 5:59
8, 2, L, L, 5:59
8, 3, L, L, 5:59
8, 4, L, L, 5:59
8, 5, L, L, 5:59
8, 6, L, L, 5:59
