#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 9:10
0, 1, L, L, 9:10
0, 2, M, M, 9:10
0, 3, L, L, 9:10
0, 4, L, L, 9:10
0, 5, L, L, 9:10
0, 6, L, L, 9:10
0, 7, L, L, 9:10
0, 8, L, L, 9:10
0, 9, L, L, 9:10
0, 10, L, L, 9:10
0, 11, L, L, 9:10
0, 12, L, L, 9:10
0, 13, L, L, 9:10
0, 14, H, L, 9:10
0, 15, H, M, 9:10
0, 16, H, M, 9:10
0, 17, H, L, 9:10
0, 18, L, L, 9:10
0, 19, H, L, 9:10
0, 20, H, L, 9:10
0, 21, H, L, 9:10
0, 22, H, L, 9:10
0, 23, H, M, 9:10
0, 24, H, L, 9:10
0, 25, H, L, 9:10
0, 26, H, H, 9:10
0, 27, L, H, 9:10
0, 28, H, H, 9:10
0, 29, H, L, 9:10
0, 30, H, L, 9:10
0, 31, H, L, 9:10
0, 32, L, M, 9:10
0, 33, L, M, 9:10
0, 34, L, L, 9:10
0, 35, L, L, 9:10
0, 36, L, L, 9:10
1, 0, L, L, 9:10
1, 1, L, L, 9:10
1, 2, L, L, 9:10
1, 3, L, L, 9:10
1, 4, L, L, 9:10
1, 5, L, L, 9:10
1, 6, M, M, 9:10
1, 7, M, M, 9:10
1, 8, L, L, 9:10
1, 9, L, L, 9:10
1, 10, L, L, 9:10
1, 11, M, L, 9:10
2, 0, M, M, 9:10
2, 1, L, L, 9:10
2, 2, L, L, 9:10
2, 3, L, L, 9:10
2, 4, L, L, 9:10
2, 5, L, L, 9:10
2, 6, L, L, 9:10
2, 7, L, L, 9:10
2, 8, L, L, 9:10
2, 9, L, L, 9:10
2, 10, L, L, 9:10
2, 11, L, L, 9:10
2, 12, L, L, 9:10
2, 13, L, L, 9:10
2, 14, M, L, 9:10
2, 15, M, M, 9:10
2, 16, L, M, 9:10
2, 17, L, L, 9:10
2, 18, L, L, 9:10
2, 19, L, L, 9:10
2, 20, L, L, 9:10
2, 21, L, L, 9:10
2, 22, M, L, 9:10
2, 23, M, L, 9:10
2, 24, M, L, 9:10
3, 0, L, L, 9:10
3, 1, M, M, 9:10
3, 2, M, M, 9:10
3, 3, L, L, 9:10
3, 4, L, L, 9:10
3, 5, M, M, 9:10
3, 6, L, L, 9:10
3, 7, L, L, 9:10
4, 0, M, M, 9:10
4, 1, M, L, 9:10
4, 2, L, L, 9:10
4, 3, L, L, 9:10
4, 4, M, L, 9:10
4, 5, M, M, 9:10
4, 6, L, M, 9:10
4, 7, L, L, 9:10
4, 8, M, L, 9:10
4, 9, L, L, 9:10
4, 10, H, L, 9:10
4, 11, H, M, 9:10
4, 12, H, M, 9:10
4, 13, H, M, 9:10
4, 14, H, L, 9:10
4, 15, H, L, 9:10
4, 16, H, M, 9:10
4, 17, M, M, 9:10
4, 18, M, M, 9:10
5, 0, L, M, 9:15
5, 1, M, M, 9:15
5, 2, M, M, 9:15
5, 3, L, L, 9:15
5, 4, L, L, 9:15
5, 5, L, L, 9:15
5, 6, M, L, 9:15
5, 7, M, L, 9:15
5, 8, H, M, 9:15
5, 9, H, M, 9:15
5, 10, H, H, 9:15
5, 11, L, H, 9:15
5, 12, L, H, 9:15
5, 13, M, M, 9:15
5, 14, L, L, 9:15
6, 0, L, M, 9:10
6, 1, L, L, 9:10
6, 2, L, L, 9:10
6, 3, L, L, 9:10
6, 4, L, L, 9:10
6, 5, M, L, 9:10
6, 6, M, L, 9:10
7, 0, L, M, 9:10
7, 1, L, M, 9:10
7, 2, M, L, 9:10
7, 3, L, L, 9:10
7, 4, L, L, 9:10
7, 5, L, L, 9:10
7, 6, M, M, 9:10
7, 7, L, M, 9:10
7, 8, L, M, 9:10
7, 9, L, M, 9:10
7, 10, L, M, 9:10
7, 11, M, M, 9:10
8, 0, L, H, 9:03
8, 1, L, L, 9:03
8, 2, L, L, 9:03
8, 3, L, L, 9:03
8, 4, L, L, 9:03
8, 5, L, L, 9:03
8, 6, L, L, 9:03
