#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 12:30
0, 1, L, L, 12:30
0, 2, M, M, 12:30
0, 3, L, L, 12:30
0, 4, L, L, 12:30
0, 5, L, L, 12:30
0, 6, L, L, 12:30
0, 7, L, L, 12:30
0, 8, H, L, 12:30
0, 9, H, L, 12:30
0, 10, H, M, 12:30
0, 11, H, L, 12:30
0, 12, H, L, 12:30
0, 13, H, L, 12:30
0, 14, H, L, 12:30
0, 15, H, H, 12:30
0, 16, H, H, 12:30
0, 17, H, H, 12:30
0, 18, L, L, 12:30
0, 19, L, L, 12:30
0, 20, L, L, 12:30
0, 21, L, M, 12:30
0, 22, M, L, 12:30
0, 23, L, L, 12:30
0, 24, L, L, 12:30
0, 25, L, L, 12:30
0, 26, M, L, 12:30
0, 27, L, L, 12:30
0, 28, L, M, 12:30
0, 29, M, L, 12:30
0, 30, L, L, 12:30
0, 31, L, L, 12:30
0, 32, L, H, 12:30
0, 33, L, H, 12:30
0, 34, L, L, 12:30
0, 35, L, L, 12:30
0, 36, L, L, 12:30
1, 0, L, L, 12:30
1, 1, L, L, 12:30
1, 2, L, L, 12:30
1, 3, L, L, 12:30
1, 4, L, L, 12:30
1, 5, L, L, 12:30
1, 6, M, M, 12:30
1, 7, M, M, 12:30
1, 8, L, L, 12:30
1, 9, L, L, 12:30
1, 10, L, L, 12:30
1, 11, L, L, 12:30
2, 0, M, M, 12:18
2, 1, M, L, 12:18
2, 2, L, L, 12:18
2, 3, L, L, 12:18
2, 4, M, M, 12:18
2, 5, M, M, 12:18
2, 6, M, L, 12:18
2, 7, L, L, 12:18
2, 8, L, L, 12:18
2, 9, L, L, 12:18
2, 10, L, L, 12:18
2, 11, L, L, 12:18
2, 12, L, L, 12:18
2, 13, L, L, 12:18
2, 14, L, L, 12:18
2, 15, M, M, 12:18
2, 16, L, L, 12:18
2, 17, L, L, 12:18
2, 18, L, L, 12:18
2, 19, L, L, 12:18
2, 20, L, L, 12:18
2, 21, L, L, 12:18
2, 22, L, L, 12:18
2, 23, L, L, 12:18
2, 24, L, L, 12:18
3, 0, L, L, 12:18
3, 1, H, L, 12:18
3, 2, H, L, 12:18
3, 3, H, L, 12:18
3, 4, H, L, 12:18
3, 5, H, M, 12:18
3, 6, L, M, 12:18
3, 7, L, M, 12:18
4, 0, H, L, 12:18
4, 1, H, L, 12:18
4, 2, H, L, 12:18
4, 3, H, L, 12:18
4, 4, H, M, 12:18
4, 5, H, M, 12:18
4, 6, H, H, 12:18
4, 7, L, H, 12:18
4, 8, M, L, 12:18
4, 9, L, L, 12:18
4, 10, H, H, 12:18
4, 11, H, H, 12:18
4, 12, L, H, 12:18
4, 13, H, L, 12:18
4, 14, H, L, 12:18
4, 15, H, L, 12:18
4, 16, H, H, 12:18
4, 17, H, H, 12:18
4, 18, L, H, 12:18
5, 0, M, M, 12:18
5, 1, M, M, 12:18
5, 2, M, M, 12:18
5, 3, L, L, 12:18
5, 4, L, L, 12:18
5, 5, H, L, 12:18
5, 6, H, H, 12:18
5, 7, H, H, 12:18
5, 8, L, H, 12:18
5, 9, L, H, 12:18
5, 10, H, H, 12:18
5, 11, H, H, 12:18
5, 12, L, L, 12:18
5, 13, L, L, 12:18
5, 14, L, L, 12:18
6, 0, L, H, 12:18
6, 1, L, H, 12:18
6, 2, L, L, 12:18
6, 3, L, L, 12:18
6, 4, L, L, 12:18
6, 5, L, L, 12:18
6, 6, L, L, 12:18
7, 0, M, M, 12:18
7, 1, M, M, 12:18
7, 2, L, L, 12:18
7, 3, L, L, 12:18
7, 4, M, M, 12:18
7, 5, M, M, 12:18
7, 6, M, M, 12:18
7, 7, L, L, 12:18
7, 8, L, L, 12:18
7, 9, M, M, 12:18
7, 10, M, M, 12:18
7, 11, M, M, 12:18
8, 0, L, L, 12:32
8, 1, L, L, 12:32
8, 2, L, L, 12:32
8, 3, L, L, 12:32
8, 4, L, L, 12:32
8, 5, L, L, 12:32
8, 6, L, L, 12:32
