#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 9:00
0, 1, L, L, 9:00
0, 2, M, M, 9:00
0, 3, L, L, 9:00
0, 4, M, M, 9:00
0, 5, M, M, 9:00
0, 6, L, L, 9:00
0, 7, L, L, 9:00
0, 8, L, L, 9:00
0, 9, L, L, 9:00
0, 10, L, H, 9:00
0, 11, M, H, 9:00
0, 12, L, H, 9:00
0, 13, L, H, 9:00
0, 14, L, H, 9:00
0, 15, L, H, 9:00
0, 16, L, H, 9:00
0, 17, L, H, 9:00
0, 18, L, L, 9:00
0, 19, L, H, 9:00
0, 20, L, H, 9:00
0, 21, L, H, 9:00
0, 22, L, H, 9:00
0, 23, L, H, 9:00
0, 24, L, H, 9:00
0, 25, L, H, 9:00
0, 26, M, H, 9:00
0, 27, L, L, 9:00
0, 28, M, L, 9:00
0, 29, M, M, 9:00
0, 30, M, L, 9:00
0, 31, M, M, 9:00
0, 32, L, H, 9:00
0, 33, L, H, 9:00
0, 34, L, L, 9:00
0, 35, L, L, 9:00
0, 36, L, L, 9:00
1, 0, L, L, 9:01
1, 1, L, L, 9:01
1, 2, L, L, 9:01
1, 3, L, L, 9:01
1, 4, L, L, 9:01
1, 5, L, L, 9:01
1, 6, M, M, 9:01
1, 7, M, M, 9:01
1, 8, L, L, 9:01
1, 9, L, L, 9:01
1, 10, L, L, 9:01
1, 11, M, M, 9:01
2, 0, M, M, 9:02
2, 1, M, M, 9:02
2, 2, L, L, 9:02
2, 3, L, L, 9:02
2, 4, M, M, 9:02
2, 5, M, M, 9:02
2, 6, M, M, 9:02
2, 7, M, L, 9:02
2, 8, M, M, 9:02
2, 9, L, M, 9:02
2, 10, L, L, 9:02
2, 11, L, L, 9:02
2, 12, L, L, 9:02
2, 13, L, L, 9:02
2, 14, M, M, 9:02
2, 15, M, M, 9:02
2, 16, L, M, 9:02
2, 17, L, M, 9:02
2, 18, L, M, 9:02
2, 19, L, L, 9:02
2, 20, L, L, 9:02
2, 21, L, L, 9:02
2, 22, L, L, 9:02
2, 23, M, L, 9:02
2, 24, M, M, 9:02
3, 0, L, L, 9:01
3, 1, M, M, 9:01
3, 2, M, M, 9:01
3, 3, M, L, 9:01
3, 4, M, M, 9:01
3, 5, H, M, 9:01
3, 6, L, M, 9:01
3, 7, L, M, 9:01
4, 0, L, L, 9:01
4, 1, M, L, 9:01
4, 2, L, M, 9:01
4, 3, H, M, 9:01
4, 4, H, H, 9:01
4, 5, H, H, 9:01
4, 6, M, H, 9:01
4, 7, L, H, 9:01
4, 8, M, L, 9:01
4, 9, L, L, 9:01
4, 10, M, M, 9:01
4, 11, M, M, 9:01
4, 12, M, M, 9:01
4, 13, H, L, 9:01
4, 14, H, L, 9:01
4, 15, H, L, 9:01
4, 16, H, H, 9:01
4, 17, L, H, 9:01
4, 18, L, H, 9:01
5, 0, M, M, 9:01
5, 1, M, M, 9:01
5, 2, M, M, 9:01
5, 3, L, L, 9:01
5, 4, L, L, 9:01
5, 5, L, L, 9:01
5, 6, L, L, 9:01
5, 7, H, L, 9:01
5, 8, H, M, 9:01
5, 9, H, M, 9:01
5, 10, H, L, 9:01
5, 11, H, L, 9:01
5, 12, L, L, 9:01
5, 13, L, L, 9:01
5, 14, L, L, 9:01
6, 0, M, L, 9:01
6, 1, M, L, 9:01
6, 2, M, L, 9:01
6, 3, L, L, 9:01
6, 4, L, L, 9:01
6, 5, M, M, 9:01
6, 6, L, L, 9:01
7, 0, M, M, 8:59
7, 1, M, M, 8:59
7, 2, M, M, 8:59
7, 3, L, M, 8:59
7, 4, M, M, 8:59
7, 5, M, H, 8:59
7, 6, M, H, 8:59
7, 7, L, H, 8:59
7, 8, L, L, 8:59
7, 9, L, M, 8:59
7, 10, L, M, 8:59
7, 11, M, L, 8:59
8, 0, L, L, 8:59
8, 1, L, L, 8:59
8, 2, L, L, 8:59
8, 3, L, L, 8:59
8, 4, L, L, 8:59
8, 5, L, L, 8:59
8, 6, L, L, 8:59
