#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 7:09
0, 1, L, L, 7:09
0, 2, L, L, 7:09
0, 3, L, L, 7:09
0, 4, M, M, 7:09
0, 5, M, L, 7:09
0, 6, L, L, 7:09
0, 7, L, L, 7:09
0, 8, H, L, 7:09
0, 9, H, L, 7:09
0, 10, H, L, 7:09
0, 11, H, L, 7:09
0, 12, H, L, 7:09
0, 13, H, L, 7:09
0, 14, H, L, 7:09
0, 15, H, L, 7:09
0, 16, H, H, 7:09
0, 17, H, H, 7:09
0, 18, L, H, 7:09
0, 19, H, L, 7:09
0, 20, H, L, 7:09
0, 21, H, L, 7:09
0, 22, H, L, 7:09
0, 23, H, M, 7:09
0, 24, H, L, 7:09
0, 25, H, L, 7:09
0, 26, H, L, 7:09
0, 27, L, L, 7:09
0, 28, L, L, 7:09
0, 29, L, L, 7:09
0, 30, L, L, 7:09
0, 31, L, L, 7:09
0, 32, L, H, 7:09
0, 33, L, H, 7:09
0, 34, L, L, 7:09
0, 35, L, L, 7:09
0, 36, L, L, 7:09
1, 0, M, L, 7:08
1, 1, L, L, 7:08
1, 2, L, L, 7:08
1, 3, L, L, 7:08
1, 4, L, L, 7:08
1, 5, M, L, 7:08
1, 6, M, M, 7:08
1, 7, M, M, 7:08
1, 8, L, L, 7:08
1, 9, L, L, 7:08
1, 10, M, L, 7:08
1, 11, M, L, 7:08
2, 0, M, M, 7:08
2, 1, M, M, 7:08
2, 2, L, L, 7:08
2, 3, L, L, 7:08
2, 4, M, M, 7:08
2, 5, M, M, 7:08
2, 6, L, L, 7:08
2, 7, L, L, 7:08
2, 8, L, L, 7:08
2, 9, L, L, 7:08
2, 10, L, L, 7:08
2, 11, L, L, 7:08
2, 12, L, L, 7:08
2, 13, L, L, 7:08
2, 14, L, L, 7:08
2, 15, M, M, 7:08
2, 16, L, L, 7:08
2, 17, L, L, 7:08
2, 18, L, L, 7:08
2, 19, L, L, 7:08
2, 20, L, L, 7:08
2, 21, L, L, 7:08
2, 22, M, L, 7:08
2, 23, M, L, 7:08
2, 24, M, L, 7:08
3, 0, L, L, 7:08
3, 1, M, L, 7:08
3, 2, M, L, 7:08
3, 3, M, L, 7:08
3, 4, M, L, 7:08
3, 5, M, L, 7:08
3, 6, L, L, 7:08
3, 7, L, L, 7:08
4, 0, H, L, 7:17
4, 1, H, L, 7:17
4, 2, H, L, 7:17
4, 3, H, L, 7:17
4, 4, H, H, 7:17
4, 5, H, H, 7:17
4, 6, H, H, 7:17
4, 7, L, H, 7:17
4, 8, L, L, 7:17
4, 9, L, L, 7:17
4, 10, M, M, 7:17
4, 11, M, M, 7:17
4, 12, L, L, 7:17
4, 13, L, L, 7:17
4, 14, H, L, 7:17
4, 15, H, M, 7:17
4, 16, H, L, 7:17
4, 17, M, L, 7:17
4, 18, L, L, 7:17
5, 0, L, L, 7:17
5, 1, M, M, 7:17
5, 2, M, M, 7:17
5, 3, L, L, 7:17
5, 4, L, L, 7:17
5, 5, L, L, 7:17
5, 6, L, L, 7:17
5, 7, L, L, 7:17
5, 8, L, L, 7:17
5, 9, M, M, 7:17
5, 10, M, M, 7:17
5, 11, L, M, 7:17
5, 12, L, L, 7:17
5, 13, L, L, 7:17
5, 14, M, L, 7:17
6, 0, L, H, 7:17
6, 1, L, H, 7:17
6, 2, L, H, 7:17
6, 3, L, L, 7:17
6, 4, L, L, 7:17
6, 5, L, L, 7:17
6, 6, L, L, 7:17
7, 0, M, M, 7:17
7, 1, M, M, 7:17
7, 2, L, L, 7:17
7, 3, L, L, 7:17
7, 4, L, L, 7:17
7, 5, L, L, 7:17
7, 6, L, L, 7:17
7, 7, L, L, 7:17
7, 8, L, L, 7:17
7, 9, L, M, 7:17
7, 10, M, M, 7:17
7, 11, M, M, 7:17
8, 0, L, H, 6:38
8, 1, L, L, 6:38
8, 2, L, L, 6:38
8, 3, L, L, 6:38
8, 4, L, L, 6:38
8, 5, L, L, 6:38
8, 6, L, L, 6:38
