#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 10:56
0, 1, L, L, 10:56
0, 2, M, M, 10:56
0, 3, L, L, 10:56
0, 4, L, L, 10:56
0, 5, L, L, 10:56
0, 6, L, L, 10:56
0, 7, L, L, 10:56
0, 8, H, L, 10:56
0, 9, H, L, 10:56
0, 10, H, L, 10:56
0, 11, H, L, 10:56
0, 12, H, L, 10:56
0, 13, H, L, 10:56
0, 14, H, L, 10:56
0, 15, H, L, 10:56
0, 16, H, M, 10:56
0, 17, H, M, 10:56
0, 18, L, L, 10:56
0, 19, L, L, 10:56
0, 20, L, L, 10:56
0, 21, H, L, 10:56
0, 22, H, L, 10:56
0, 23, H, H, 10:56
0, 24, H, H, 10:56
0, 25, H, H, 10:56
0, 26, H, H, 10:56
0, 27, L, L, 10:56
0, 28, L, M, 10:56
0, 29, L, L, 10:56
0, 30, L, L, 10:56
0, 31, L, H, 10:56
0, 32, L, H, 10:56
0, 33, L, H, 10:56
0, 34, L, L, 10:56
0, 35, L, L, 10:56
0, 36, L, L, 10:56
1, 0, L, L, 10:56
1, 1, L, L, 10:56
1, 2, L, L, 10:56
1, 3, L, L, 10:56
1, 4, L, L, 10:56
1, 5, L, L, 10:56
1, 6, M, M, 10:56
1, 7, M, M, 10:56
1, 8, L, L, 10:56
1, 9, L, L, 10:56
1, 10, L, L, 10:56
1, 11, M, M, 10:56
2, 0, H, H, 10:56
2, 1, M, M, 10:56
2, 2, M, L, 10:56
2, 3, M, L, 10:56
2, 4, M, M, 10:56
2, 5, M, M, 10:56
2, 6, M, L, 10:56
2, 7, L, L, 10:56
2, 8, L, L, 10:56
2, 9, L, L, 10:56
2, 10, L, L, 10:56
2, 11, L, L, 10:56
2, 12, L, M, 10:56
2, 13, L, M, 10:56
2, 14, M, L, 10:56
2, 15, M, M, 10:56
2, 16, L, M, 10:56
2, 17, M, L, 10:56
2, 18, M, L, 10:56
2, 19, L, L, 10:56
2, 20, L, L, 10:56
2, 21, L, L, 10:56
2, 22, M, L, 10:56
2, 23, M, M, 10:56
2, 24, M, M, 10:56
3, 0, H, L, 10:56
3, 1, H, L, 10:56
3, 2, H, L, 10:56
3, 3, H, L, 10:56
3, 4, H, L, 10:56
3, 5, H, L, 10:56
3, 6, L, L, 10:56
3, 7, L, L, 10:56
4, 0, M, L, 10:56
4, 1, M, L, 10:56
4, 2, M, L, 10:56
4, 3, M, L, 10:56
4, 4, L, H, 10:56
4, 5, M, H, 10:56
4, 6, H, L, 10:56
4, 7, H, L, 10:56
4, 8, H, L, 10:56
4, 9, L, L, 10:56
4, 10, H, H, 10:56
4, 11, H, H, 10:56
4, 12, H, H, 10:56
4, 13, L, L, 10:56
4, 14, H, L, 10:56
4, 15, H, L, 10:56
4, 16, H, H, 10:56
4, 17, H, H, 10:56
4, 18, H, H, 10:56
5, 0, M, M, 10:56
5, 1, M, M, 10:56
5, 2, L, L, 10:56
5, 3, L, L, 10:56
5, 4, L, L, 10:56
5, 5, L, L, 10:56
5, 6, H, L, 10:56
5, 7, H, L, 10:56
5, 8, H, L, 10:56
5, 9, H, M, 10:56
5, 10, H, M, 10:56
5, 11, L, M, 10:56
5, 12, L, M, 10:56
5, 13, L, M, 10:56
5, 14, M, M, 10:56
6, 0, L, L, 10:56
6, 1, L, L, 10:56
6, 2, L, L, 10:56
6, 3, L, L, 10:56
6, 4, L, L, 10:56
6, 5, L, L, 10:56
6, 6, M, M, 10:56
7, 0, M, M, 10:52
7, 1, M, M, 10:52
7, 2, L, L, 10:52
7, 3, M, M, 10:52
7, 4, L, L, 10:52
7, 5, M, M, 10:52
7, 6, M, M, 10:52
7, 7, M, M, 10:52
7, 8, L, H, 10:52
7, 9, M, H, 10:52
7, 10, M, H, 10:52
7, 11, L, H, 10:52
8, 0, L, H, 10:25
8, 1, L, L, 10:25
8, 2, L, L, 10:25
8, 3, L, L, 10:25
8, 4, L, L, 10:25
8, 5, L, L, 10:25
8, 6, L, L, 10:25
