#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 5:15
0, 1, L, L, 5:15
0, 2, M, M, 5:15
0, 3, L, L, 5:15
0, 4, L, M, 5:15
0, 5, L, M, 5:15
0, 6, L, M, 5:15
0, 7, L, L, 5:15
0, 8, L, L, 5:15
0, 9, L, L, 5:15
0, 10, L, H, 5:15
0, 11, M, H, 5:15
0, 12, L, H, 5:15
0, 13, M, H, 5:15
0, 14, H, H, 5:15
0, 15, H, H, 5:15
0, 16, H, H, 5:15
0, 17, M, H, 5:15
0, 18, L, H, 5:15
0, 19, L, H, 5:15
0, 20, L, H, 5:15
0, 21, M, H, 5:15
0, 22, H, H, 5:15
0, 23, H, H, 5:15
0, 24, H, H, 5:15
0, 25, H, H, 5:15
0, 26, H, H, 5:15
0, 27, L, H, 5:15
0, 28, L, H, 5:15
0, 29, L, H, 5:15
0, 30, M, L, 5:15
0, 31, M, L, 5:15
0, 32, L, H, 5:15
0, 33, L, H, 5:15
0, 34, L, L, 5:15
0, 35, L, L, 5:15
0, 36, L, L, 5:15
1, 0, L, L, 5:12
1, 1, L, L, 5:12
1, 2, M, M, 5:12
1, 3, L, L, 5:12
1, 4, L, M, 5:12
1, 5, L, L, 5:12
1, 6, M, M, 5:12
1, 7, M, M, 5:12
1, 8, L, L, 5:12
1, 9, L, L, 5:12
1, 10, L, L, 5:12
1, 11, M, M, 5:12
2, 0, M, M, 5:12
2, 1, M, M, 5:12
2, 2, L, L, 5:12
2, 3, L, L, 5:12
2, 4, M, M, 5:12
2, 5, M, M, 5:12
2, 6, M, M, 5:12
2, 7, L, M, 5:12
2, 8, L, M, 5:12
2, 9, L, L, 5:12
2, 10, L, L, 5:12
2, 11, L, L, 5:12
2, 12, L, L, 5:12
2, 13, L, L, 5:12
2, 14, M, L, 5:12
2, 15, M, M, 5:12
2, 16, L, M, 5:12
2, 17, M, L, 5:12
2, 18, M, L, 5:12
2, 19, L, L, 5:12
2, 20, L, L, 5:12
2, 21, L, L, 5:12
2, 22, M, L, 5:12
2, 23, M, M, 5:12
2, 24, M, M, 5:12
3, 0, M, M, 5:12
3, 1, M, M, 5:12
3, 2, M, M, 5:12
3, 3, M, L, 5:12
3, 4, M, L, 5:12
3, 5, M, M, 5:12
3, 6, L, M, 5:12
3, 7, L, M, 5:12
4, 0, L, L, 5:14
4, 1, L, L, 5:14
4, 2, M, L, 5:14
4, 3, H, L, 5:14
4, 4, H, M, 5:14
4, 5, H, H, 5:14
4, 6, H, H, 5:14
4, 7, H, H, 5:14
4, 8, M, L, 5:14
4, 9, M, L, 5:14
4, 10, H, H, 5:14
4, 11, H, H, 5:14
4, 12, M, M, 5:14
4, 13, L, L, 5:14
4, 14, H, H, 5:14
4, 15, H, H, 5:14
4, 16, H, H, 5:14
4, 17, L, H, 5:14
4, 18, L, H, 5:14
5, 0, M, M, 5:14
5, 1, M, M, 5:14
5, 2, L, M, 5:14
5, 3, L, L, 5:14
5, 4, L, L, 5:14
5, 5, M, M, 5:14
5, 6, M, H, 5:14
5, 7, M, H, 5:14
5, 8, M, H, 5:14
5, 9, M, H, 5:14
5, 10, M, H, 5:14
5, 11, L, M, 5:14
5, 12, L, L, 5:14
5, 13, L, L, 5:14
5, 14, L, L, 5:14
6, 0, L, H, 5:14
6, 1, M, H, 5:14
6, 2, L, L, 5:14
6, 3, L, L, 5:14
6, 4, L, L, 5:14
6, 5, M, M, 5:14
6, 6, M, M, 5:14
7, 0, H, H, 5:14
7, 1, M, H, 5:14
7, 2, L, H, 5:14
7, 3, M, H, 5:14
7, 4, L, H, 5:14
7, 5, M, H, 5:14
7, 6, M, M, 5:14
7, 7, M, M, 5:14
7, 8, L, H, 5:14
7, 9, H, H, 5:14
7, 10, H, H, 5:14
7, 11, L, H, 5:14
8, 0, L, H, 5:14
8, 1, L, L, 5:14
8, 2, L, L, 5:14
8, 3, L, L, 5:14
8, 4, L, L, 5:14
8, 5, L, L, 5:14
8, 6, L, L, 5:14
