#lineID, stationID, statusN, statusS, timestamp
0, 0, L, L, 12:58
0, 1, L, L, 12:58
0, 2, M, M, 12:58
0, 3, L, L, 12:58
0, 4, M, M, 12:58
0, 5, L, L, 12:58
0, 6, L, L, 12:58
0, 7, L, L, 12:58
0, 8, L, L, 12:58
0, 9, L, L, 12:58
0, 10, L, L, 12:58
0, 11, L, M, 12:58
0, 12, L, M, 12:58
0, 13, L, L, 12:58
0, 14, L, L, 12:58
0, 15, L, H, 12:58
0, 16, L, H, 12:58
0, 17, L, M, 12:58
0, 18, L, L, 12:58
0, 19, L, M, 12:58
0, 20, L, L, 12:58
0, 21, L, L, 12:58
0, 22, L, L, 12:58
0, 23, L, M, 12:58
0, 24, L, L, 12:58
0, 25, L, L, 12:58
0, 26, L, L, 12:58
0, 27, L, L, 12:58
0, 28, M, L, 12:58
0, 29, L, L, 12:58
0, 30, L, L, 12:58
0, 31, L, L, 12:58
0, 32, M, H, 12:58
0, 33, L, M, 12:58
0, 34, L, L, 12:58
0, 35, L, L, 12:58
0, 36, L, L, 12:58
1, 0, L, L, 12:58
1, 1, L, L, 12:58
1, 2, L, L, 12:58
1, 3, L, L, 12:58
1, 4, L, L, 12:58
1, 5, L, L, 12:58
1, 6, L, L, 12:58
1, 7, L, L, 12:58
1, 8, L, L, 12:58
1, 9, L, L, 12:58
1, 10, L, L, 12:58
1, 11, L, L, 12:58
2, 0, L, M, 12:58
2, 1, L, L, 12:58
2, 2, L, L, 12:58
2, 3, L, L, 12:58
2, 4, L, M, 12:58
2, 5, L, L, 12:58
2, 6, L, L, 12:58
2, 7, L, L, 12:58
2, 8, L, L, 12:58
2, 9, L, L, 12:58
2, 10, L, L, 12:58
2, 11, L, L, 12:58
2, 12, L, L, 12:58
2, 13, L, L, 12:58
2, 14, L, L, 12:58
2, 15, M, M, 12:58
2, 16, L, L, 12:58
2, 17, L, L, 12:58
2, 18, L, L, 12:58
2, 19, L, L, 12:58
2, 20, L, L, 12:58
2, 21, L, L, 12:58
2, 22, L, L, 12:58
2, 23, L, L, 12:58
2, 24, L, L, 12:58
3, 0, L, L, 12:58
3, 1, L, L, 12:58
3, 2, L, L, 12:58
3, 3, L, L, 12:58
3, 4, L, L, 12:58
3, 5, M, M, 12:58
3, 6, L, L, 12:58
3, 7, L, M, 12:58
4, 0, L, L, 1:00
4, 1, L, L, 1:00
4, 2, L, L, 1:00
4, 3, L, L, 1:00
4, 4, M, M, 1:00
4, 5, M, M, 1:00
4, 6, L, L, 1:00
4, 7, L, M, 1:00
4, 8, L, L, 1:00
4, 9, L, L, 1:00
4, 10, M, M, 1:00
4, 11, L, M, 1:00
4, 12, L, L, 1:00
4, 13, L, L, 1:00
4, 14, L, L, 1:00
4, 15, L, M, 1:00
4, 16, M, M, 1:00
4, 17, L, L, 1:00
4, 18, L, L, 1:00
5, 0, L, M, 12:58
5, 1, L, L, 12:58
5, 2, L, L, 12:58
5, 3, L, L, 12:58
5, 4, L, L, 12:58
5, 5, L, L, 12:58
5, 6, L, L, 12:58
5, 7, L, L, 12:58
5, 8, L, L, 12:58
5, 9, L, L, 12:58
5, 10, L, L, 12:58
5, 11, L, L, 12:58
5, 12, L, L, 12:58
5, 13, L, L, 12:58
5, 14, M, L, 12:58
6, 0, L, L, 12:58
6, 1, L, L, 12:58
6, 2, L, L, 12:58
6, 3, L, L, 12:58
6, 4, L, L, 12:58
6, 5, M, M, 12:58
6, 6, M, L, 12:58
7, 0, M, M, 12:58
7, 1, M, M, 12:58
7, 2, L, M, 12:58
7, 3, L, L, 12:58
7, 4, L, L, 12:58
7, 5, L, L, 12:58
7, 6, L, M, 12:58
7, 7, L, L, 12:58
7, 8, L, L, 12:58
7, 9, M, M, 12:58
7, 10, M, L, 12:58
7, 11, L, L, 12:58
8, 0, L, L, 12:58
8, 1, L, L, 12:58
8, 2, L, L, 12:58
8, 3, L, L, 12:58
8, 4, L, L, 12:58
8, 5, L, L, 12:58
8, 6, L, L, 12:58
