#lineID, stationID, statusN, statusS, timestamp
0, 0, H, L, 12:46
0, 1, L, L, 12:46
0, 2, L, L, 12:46
0, 3, L, L, 12:46
0, 4, L, L, 12:46
0, 5, L, L, 12:46
0, 6, L, L, 12:46
0, 7, L, L, 12:46
0, 8, H, L, 12:46
0, 9, H, L, 12:46
0, 10, H, M, 12:46
0, 11, H, H, 12:46
0, 12, H, H, 12:46
0, 13, H, H, 12:46
0, 14, H, H, 12:46
0, 15, H, H, 12:46
0, 16, H, H, 12:46
0, 17, L, H, 12:46
0, 18, L, L, 12:46
0, 19, L, H, 12:46
0, 20, L, H, 12:46
0, 21, M, H, 12:46
0, 22, M, L, 12:46
0, 23, L, H, 12:46
0, 24, L, H, 12:46
0, 25, L, H, 12:46
0, 26, L, H, 12:46
0, 27, M, L, 12:46
0, 28, M, M, 12:46
0, 29, M, L, 12:46
0, 30, M, L, 12:46
0, 31, M, L, 12:46
0, 32, L, L, 12:46
0, 33, L, L, 12:46
0, 34, L, L, 12:46
0, 35, L, L, 12:46
0, 36, L, L, 12:46
1, 0, L, L, 12:46
1, 1, L, L, 12:46
1, 2, L, L, 12:46
1, 3, L, L, 12:46
1, 4, L, L, 12:46
1, 5, L, L, 12:46
1, 6, M, M, 12:46
1, 7, M, M, 12:46
1, 8, L, L, 12:46
1, 9, L, L, 12:46
1, 10, L, L, 12:46
1, 11, L, L, 12:46
2, 0, M, M, 12:41
2, 1, M, M, 12:41
2, 2, L, L, 12:41
2, 3, L, L, 12:41
2, 4, L, L, 12:41
2, 5, L, L, 12:41
2, 6, L, L, 12:41
2, 7, L, L, 12:41
2, 8, L, L, 12:41
2, 9, L, L, 12:41
2, 10, L, L, 12:41
2, 11, L, L, 12:41
2, 12, L, L, 12:41
2, 13, L, L, 12:41
2, 14, L, L, 12:41
2, 15, L, L, 12:41
2, 16, L, L, 12:41
2, 17, L, L, 12:41
2, 18, L, L, 12:41
2, 19, L, L, 12:41
2, 20, L, L, 12:41
2, 21, L, L, 12:41
2, 22, L, L, 12:41
2, 23, L, L, 12:41
2, 24, L, L, 12:41
3, 0, L, L, 12:41
3, 1, L, L, 12:41
3, 2, L, L, 12:41
3, 3, L, L, 12:41
3, 4, L, L, 12:41
3, 5, L, L, 12:41
3, 6, L, L, 12:41
3, 7, L, L, 12:41
4, 0, L, L, 12:37
4, 1, L, L, 12:37
4, 2, H, L, 12:37
4, 3, H, H, 12:37
4, 4, H, H, 12:37
4, 5, H, H, 12:37
4, 6, L, H, 12:37
4, 7, L, H, 12:37
4, 8, L, L, 12:37
4, 9, M, L, 12:37
4, 10, L, M, 12:37
4, 11, L, M, 12:37
4, 12, M, M, 12:37
4, 13, L, L, 12:37
4, 14, M, L, 12:37
4, 15, M, L, 12:37
4, 16, L, H, 12:37
4, 17, L, H, 12:37
4, 18, L, H, 12:37
5, 0, L, L, 12:37
5, 1, L, L, 12:37
5, 2, L, L, 12:37
5, 3, L, L, 12:37
5, 4, L, L, 12:37
5, 5, L, L, 12:37
5, 6, L, L, 12:37
5, 7, L, L, 12:37
5, 8, L, L, 12:37
5, 9, L, L, 12:37
5, 10, L, L, 12:37
5, 11, L, L, 12:37
5, 12, L, L, 12:37
5, 13, L, L, 12:37
5, 14, L, L, 12:37
6, 0, L, H, 12:37
6, 1, L, H, 12:37
6, 2, L, L, 12:37
6, 3, L, L, 12:37
6, 4, L, L, 12:37
6, 5, L, L, 12:37
6, 6, L, L, 12:37
7, 0, M, M, 12:37
7, 1, M, M, 12:37
7, 2, L, L, 12:37
7, 3, M, L, 12:37
7, 4, L, L, 12:37
7, 5, L, L, 12:37
7, 6, M, L, 12:37
7, 7, L, L, 12:37
7, 8, L, L, 12:37
7, 9, M, M, 12:37
7, 10, L, L, 12:37
7, 11, L, M, 12:37
8, 0, L, H, 12:22
8, 1, L, H, 12:22
8, 2, L, L, 12:22
8, 3, L, L, 12:22
8, 4, L, L, 12:22
8, 5, H, L, 12:22
8, 6, L, L, 12:22
