#lineID, stationID, statusN, statusS, timestamp
0, 0, M, L, 10:18
0, 1, L, L, 10:18
0, 2, M, M, 10:18
0, 3, L, L, 10:18
0, 4, M, M, 10:18
0, 5, M, M, 10:18
0, 6, L, L, 10:18
0, 7, L, L, 10:18
0, 8, L, L, 10:18
0, 9, L, L, 10:18
0, 10, L, L, 10:18
0, 11, M, M, 10:18
0, 12, L, L, 10:18
0, 13, L, L, 10:18
0, 14, L, L, 10:18
0, 15, M, L, 10:18
0, 16, L, L, 10:18
0, 17, L, L, 10:18
0, 18, M, M, 10:18
0, 19, L, M, 10:18
0, 20, L, M, 10:18
0, 21, L, M, 10:18
0, 22, L, M, 10:18
0, 23, L, M, 10:18
0, 24, L, M, 10:18
0, 25, L, M, 10:18
0, 26, M, L, 10:18
0, 27, H, L, 10:18
0, 28, H, L, 10:18
0, 29, H, L, 10:18
0, 30, H, L, 10:18
0, 31, H, L, 10:18
0, 32, L, M, 10:18
0, 33, L, L, 10:18
0, 34, L, L, 10:18
0, 35, L, L, 10:18
0, 36, L, L, 10:18
1, 0, L, L, 10:18
1, 1, L, L, 10:18
1, 2, L, L, 10:18
1, 3, L, L, 10:18
1, 4, L, L, 10:18
1, 5, L, L, 10:18
1, 6, M, M, 10:18
1, 7, M, M, 10:18
1, 8, L, L, 10:18
1, 9, L, L, 10:18
1, 10, L, L, 10:18
1, 11, L, L, 10:18
2, 0, M, M, 10:18
2, 1, L, M, 10:18
2, 2, L, L, 10:18
2, 3, L, L, 10:18
2, 4, L, M, 10:18
2, 5, L, L, 10:18
2, 6, L, L, 10:18
2, 7, L, L, 10:18
2, 8, L, L, 10:18
2, 9, L, L, 10:18
2, 10, L, L, 10:18
2, 11, L, L, 10:18
2, 12, L, L, 10:18
2, 13, L, L, 10:18
2, 14, L, L, 10:18
2, 15, M, M, 10:18
2, 16, L, L, 10:18
2, 17, L, L, 10:18
2, 18, L, L, 10:18
2, 19, L, L, 10:18
2, 20, L, L, 10:18
2, 21, L, L, 10:18
2, 22, L, L, 10:18
2, 23, L, L, 10:18
2, 24, L, L, 10:18
3, 0, L, L, 10:18
3, 1, L, M, 10:18
3, 2, L, L, 10:18
3, 3, M, L, 10:18
3, 4, M, L, 10:18
3, 5, M, M, 10:18
3, 6, L, M, 10:18
3, 7, L, M, 10:18
4, 0, L, L, 10:18
4, 1, L, L, 10:18
4, 2, L, L, 10:18
4, 3, L, L, 10:18
4, 4, L, M, 10:18
4, 5, L, M, 10:18
4, 6, M, M, 10:18
4, 7, L, M, 10:18
4, 8, M, M, 10:18
4, 9, L, L, 10:18
4, 10, M, L, 10:18
4, 11, M, L, 10:18
4, 12, M, L, 10:18
4, 13, L, L, 10:18
4, 14, L, L, 10:18
4, 15, H, L, 10:18
4, 16, H, M, 10:18
4, 17, M, M, 10:18
4, 18, M, M, 10:18
5, 0, M, M, 10:18
5, 1, M, M, 10:18
5, 2, L, M, 10:18
5, 3, L, L, 10:18
5, 4, L, L, 10:18
5, 5, L, L, 10:18
5, 6, M, L, 10:18
5, 7, M, L, 10:18
5, 8, M, M, 10:18
5, 9, M, M, 10:18
5, 10, M, L, 10:18
5, 11, L, L, 10:18
5, 12, L, L, 10:18
5, 13, L, L, 10:18
5, 14, L, L, 10:18
6, 0, M, L, 10:18
6, 1, L, L, 10:18
6, 2, L, L, 10:18
6, 3, L, L, 10:18
6, 4, L, L, 10:18
6, 5, L, L, 10:18
6, 6, L, L, 10:18
7, 0, L, L, 10:18
7, 1, L, L, 10:18
7, 2, L, L, 10:18
7, 3, L, L, 10:18
7, 4, L, L, 10:18
7, 5, L, L, 10:18
7, 6, M, L, 10:18
7, 7, L, L, 10:18
7, 8, L, L, 10:18
7, 9, M, M, 10:18
7, 10, M, M, 10:18
7, 11, M, M, 10:18
8, 0, L, L, 10:18
8, 1, L, L, 10:18
8, 2, L, L, 10:18
8, 3, L, L, 10:18
8, 4, L, L, 10:18
8, 5, L, L, 10:18
8, 6, L, L, 10:18
